preference_id,user_id,preferred_languages,guide_language,interests,dietary_flags,accessibility_needs,preferred_currency,max_daily_budget,max_daily_budget_currency,pace,updated_at
prf_cd4c96cd,usr_f3d35bfe,en-IN,en-IN,"food_cooking,wellness_ayur,wildlife_birding,beach_quiet",vegan,none,MVR,18334.46,MVR,balanced,2026-08-18T10:00:00+05:30
prf_5151d1d9,usr_1dc8f83e,en-IN,en-IN,"beach_quiet,religious_pilgrim",vegan,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_2b6f5e9c,usr_969a0636,gu,,"heritage_fort,adventure_cycle",halal,,INR,33595.60,INR,balanced,2026-08-18T10:00:00+05:30
prf_16116ba3,usr_2fda18fd,en-IN,en-IN,"shopping_craft,food_market,adventure_air,adventure_trek,beach_active",,,INR,2776.00,INR,packed,2026-08-18T10:00:00+05:30
prf_16a8eb1c,usr_f60ade8b,kn,kn,"nature_waterfall,wildlife_birding,heritage_temple",,,INR,3114.60,INR,relaxed,2026-08-18T10:00:00+05:30
prf_913a8cea,usr_97d7df2b,"hi,en-IN",,"shopping_mall,museum_history",,,INR,44967.47,INR,balanced,2026-08-18T10:00:00+05:30
prf_fe94a5d3,usr_4787696f,en-IN,en-IN,"beach_active,wellness_ayur",jain,,THB,19889.90,THB,packed,2026-08-18T10:00:00+05:30
prf_871a5c0c,usr_1dce81d4,en-IN,en-IN,"wildlife_safari,beach_quiet",,,INR,16230.30,INR,balanced,2026-08-18T10:00:00+05:30
prf_c1594f89,usr_35d340e3,"en-IN,ml",ml,"shopping_craft,heritage_ruins,wellness_yoga,food_street",halal,,IDR,29467.78,IDR,packed,2026-08-18T10:00:00+05:30
prf_ccc94476,usr_ce2e54f4,"en-IN,bn",,"wildlife_birding,wildlife_safari,food_market",,,INR,9325.34,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8f1e3b58,usr_65e1a5db,hi,hi,"wildlife_birding,nature_hill",,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_94ea5cbc,usr_473f44c3,"en-IN,mr",mr,"nature_lake,adventure_air,nightlife_live",vegetarian,none,INR,4086.99,INR,relaxed,2026-08-18T10:00:00+05:30
prf_779ee2cd,usr_506012f1,"ta,bn",ta,"beach_quiet,museum_history,food_street,shopping_mall",,,INR,42584.10,INR,packed,2026-08-18T10:00:00+05:30
prf_aefac759,usr_34e42e87,hi,hi,"food_cooking,adventure_water,wildlife_birding,nature_desert",vegan,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_c51b7fb0,usr_78afc45f,"en-IN,hi",hi,"beach_quiet,museum_history,wildlife_birding,adventure_air,nature_desert",halal,vision,INR,35861.67,INR,balanced,2026-08-18T10:00:00+05:30
prf_2a6ff83b,usr_77e91c3a,gu,gu,"adventure_cycle,heritage_fort,shopping_mall",,,INR,2598.84,INR,packed,2026-08-18T10:00:00+05:30
prf_d5237c10,usr_508f15f0,"en-IN,pa",en-IN,"museum_art,religious_pilgrim",,hearing,INR,22371.28,INR,packed,2026-08-18T10:00:00+05:30
prf_b5055047,usr_a9008871,"en-IN,gu",gu,"food_market,shopping_mall,wildlife_birding,religious_ghats",,,INR,19892.72,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8ff22858,usr_540d307a,"en-IN,ml",en-IN,"museum_science,nightlife_bar,heritage_stepwell",none,,NPR,5113.69,NPR,packed,2026-08-18T10:00:00+05:30
prf_fd41ceef,usr_8ba42edb,en-IN,en-IN,"adventure_cycle,food_market,adventure_trek,nightlife_live",halal,,INR,10945.40,INR,relaxed,2026-08-18T10:00:00+05:30
prf_b2080253,usr_d1c73fb8,kn,kn,"heritage_stepwell,adventure_trek,food_market,adventure_cycle,heritage_fort",,vision,INR,37065.39,INR,packed,2026-08-18T10:00:00+05:30
prf_be8ab436,usr_e9d7fa81,ta,ta,"shopping_craft,heritage_stepwell,adventure_water,adventure_air",none,,INR,15724.26,INR,relaxed,2026-08-18T10:00:00+05:30
prf_21abdc0e,usr_e99f58c3,en-IN,en-IN,"adventure_trek,shopping_bazaar,museum_history,adventure_cycle",jain,,INR,20251.11,INR,packed,2026-08-18T10:00:00+05:30
prf_8850e6b9,usr_bc8d5d3b,hi,hi,"wildlife_safari,heritage_fort",jain,vision,INR,37960.09,INR,balanced,2026-08-18T10:00:00+05:30
prf_3c9b037d,usr_f1a3e91c,en-IN,en-IN,"wildlife_sanctuary,religious_ghats,nightlife_bar",,,INR,2028.04,INR,balanced,2026-08-18T10:00:00+05:30
prf_42abb896,usr_a92716e6,ta,ta,"nature_lake,museum_history,food_street",vegan,,INR,18982.79,INR,balanced,2026-08-18T10:00:00+05:30
prf_5127a870,usr_e6dcafe4,en-IN,,"food_market,beach_active,nature_lake,nature_hill,nature_garden",jain,,INR,10930.63,INR,balanced,2026-08-18T10:00:00+05:30
prf_e87df278,usr_cb3be250,en-IN,,"wildlife_birding,shopping_bazaar,food_market,nature_garden",,,BTN,11140.36,BTN,packed,2026-08-18T10:00:00+05:30
prf_1870425f,usr_7d136b40,hi,hi,"religious_pilgrim,adventure_cycle",,hearing,INR,4312.50,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ea69f705,usr_e528f9b0,"en-IN,kn",en-IN,"nature_garden,adventure_air,adventure_cycle,adventure_trek",,vision,INR,18588.42,INR,relaxed,2026-08-18T10:00:00+05:30
prf_5750a100,usr_c36e8fdb,en-IN,,"adventure_trek,beach_active,museum_science,heritage_ruins,religious_pilgrim",none,hearing,INR,40477.81,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c69b9ec5,usr_df88839b,"ar,gu",gu,"food_cooking,shopping_craft,heritage_temple,nature_waterfall,adventure_cycle",halal,,QAR,2150.82,QAR,packed,2026-08-18T10:00:00+05:30
prf_03753ba9,usr_ab44eb3e,"en-IN,ta",en-IN,"museum_history,beach_active,wildlife_safari,food_street",none,,INR,10031.54,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ab831f71,usr_0af476d1,en-IN,en-IN,"nature_hill,wildlife_birding,museum_science,religious_pilgrim",none,,INR,7916.51,INR,balanced,2026-08-18T10:00:00+05:30
prf_3afc5110,usr_13f77754,"ml,kn",,"religious_ghats,wildlife_birding,shopping_bazaar,adventure_cycle,museum_history",jain,vision,INR,2691.51,INR,packed,2026-08-18T10:00:00+05:30
prf_054397d9,usr_df77fb8e,or,,"food_fine,beach_active,shopping_bazaar,food_market",,none,INR,2024.48,INR,balanced,2026-08-18T10:00:00+05:30
prf_ab1d5589,usr_372a30af,mr,mr,"wildlife_safari,nightlife_live,nature_lake,adventure_air",none,,INR,2619.84,INR,balanced,2026-08-18T10:00:00+05:30
prf_f1256ffa,usr_6e3b5c10,"hi,ml",ml,"museum_science,food_market",jain,,INR,22123.52,INR,packed,2026-08-18T10:00:00+05:30
prf_ec032661,usr_626af22b,gu,gu,"adventure_water,museum_history,adventure_cycle,wellness_ayur,adventure_trek",vegetarian,hearing,INR,9747.57,INR,relaxed,2026-08-18T10:00:00+05:30
prf_6c9f24e5,usr_1bd9093b,en-IN,en-IN,"wellness_yoga,beach_active,religious_pilgrim,nature_garden,shopping_mall",,,AED,43202.48,AED,relaxed,2026-08-18T10:00:00+05:30
prf_3367de3c,usr_0142dc28,"en-IN,te",,"food_market,heritage_temple,nature_garden",,step_free,THB,40637.05,THB,relaxed,2026-08-18T10:00:00+05:30
prf_f1e6b12a,usr_4e1b489a,"en-IN,kn",en-IN,"adventure_water,wildlife_birding,wellness_ayur,wildlife_safari",vegetarian,,INR,2221.49,INR,packed,2026-08-18T10:00:00+05:30
prf_d7e6b3a4,usr_8fd32aa8,en-IN,en-IN,"heritage_stepwell,wellness_ayur,museum_science",,,SGD,2116.66,SGD,balanced,2026-08-18T10:00:00+05:30
prf_1459cf5e,usr_10839e04,"ne,en-IN",ne,"museum_science,heritage_stepwell,nature_lake,food_street,religious_ghats",,,NPR,34040.19,NPR,packed,2026-08-18T10:00:00+05:30
prf_8f09bc97,usr_ce941853,hi,hi,"adventure_air,museum_history,nightlife_bar,wildlife_birding,heritage_ruins",vegan,hearing,INR,4100.43,INR,packed,2026-08-18T10:00:00+05:30
prf_4253a8e6,usr_51983e08,"en-IN,gu",gu,"religious_ghats,heritage_stepwell",jain,,INR,14862.83,INR,packed,2026-08-18T10:00:00+05:30
prf_700f87ea,usr_1217680f,ml,,"shopping_mall,adventure_trek,food_market,heritage_stepwell,wellness_yoga",halal,,INR,2539.34,INR,balanced,2026-08-18T10:00:00+05:30
prf_0a58e76d,usr_fd8f7b49,en-IN,,"food_market,food_fine,nature_desert,beach_active",vegan,,INR,29112.70,INR,balanced,2026-08-18T10:00:00+05:30
prf_d77b4734,usr_c6012016,en-IN,en-IN,"nature_hill,wildlife_birding",,,INR,14447.68,INR,relaxed,2026-08-18T10:00:00+05:30
prf_21b02110,usr_62b3f8b8,"en-IN,te",te,"museum_science,shopping_bazaar,nature_desert,shopping_craft,wildlife_sanctuary",vegan,,INR,4269.53,INR,relaxed,2026-08-18T10:00:00+05:30
prf_3e8bba48,usr_1b834d08,"si,te",si,"nightlife_bar,religious_pilgrim,museum_history,heritage_temple,food_market",vegan,,LKR,5609.15,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_acd74d7c,usr_b78359f6,de,de,"museum_art,heritage_stepwell",vegetarian,,CHF,4469.02,CHF,relaxed,2026-08-18T10:00:00+05:30
prf_1102c306,usr_01037e5c,"en-IN,gu",gu,"wildlife_birding,nature_garden",vegetarian,none,INR,6210.73,INR,packed,2026-08-18T10:00:00+05:30
prf_c1805906,usr_353c55a8,"ml,gu",gu,"religious_ghats,nature_garden,nature_waterfall",vegan,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_52f5027e,usr_46091d13,"hi,te",hi,"museum_history,heritage_ruins",vegan,,INR,18371.09,INR,packed,2026-08-18T10:00:00+05:30
prf_771a159b,usr_3ee2992a,en-IN,en-IN,"adventure_water,heritage_ruins,nightlife_live",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_5c9a8905,usr_0567fe37,en-IN,,"nature_garden,adventure_cycle,beach_quiet,heritage_fort",vegetarian,hearing,AED,4533.45,AED,relaxed,2026-08-18T10:00:00+05:30
prf_e9c5d10a,usr_79248234,"gu,bn",bn,"religious_pilgrim,shopping_bazaar,wildlife_safari",jain,,INR,2515.33,INR,relaxed,2026-08-18T10:00:00+05:30
prf_b98496dd,usr_68f5f82d,"hi,bn",,"adventure_cycle,shopping_bazaar",,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_72d9b3e5,usr_ea41e115,en-IN,en-IN,"beach_quiet,nightlife_bar,wildlife_safari,shopping_craft",jain,,INR,10637.28,INR,relaxed,2026-08-18T10:00:00+05:30
prf_eac7c82c,usr_bbf1e497,mr,mr,"wellness_ayur,nature_garden",halal,step_free,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_d8b09442,usr_451855a4,"ta,gu",ta,"adventure_trek,religious_ghats",vegetarian,,INR,10378.34,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ef27c6f9,usr_50dd9495,en-IN,en-IN,"nature_waterfall,heritage_stepwell",jain,none,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_9d1a5cc1,usr_265423cc,"en-IN,te",en-IN,"beach_active,nature_desert,nightlife_live,food_market",none,,LKR,8224.31,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_244fb49d,usr_1f2ffeef,ta,ta,"food_market,heritage_fort,beach_active,nightlife_live",vegan,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_e4e78fa5,usr_31a7937d,en-IN,en-IN,"nature_lake,museum_science,nature_waterfall,wellness_ayur,museum_art",vegetarian,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_f5cbfc69,usr_b1b8dc45,ur,ur,"museum_science,beach_active,heritage_stepwell,adventure_water,shopping_craft",,,INR,10397.12,INR,relaxed,2026-08-18T10:00:00+05:30
prf_229909ec,usr_55a04c8d,en-IN,,"heritage_ruins,shopping_bazaar,food_street,wildlife_safari",vegan,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_bd7e1633,usr_49c29e32,gu,,"nature_desert,wildlife_birding",vegetarian,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_0c96842e,usr_5e7ab07d,bn,bn,"museum_art,nature_garden,religious_ghats,nature_desert,shopping_mall",vegan,vision,INR,4964.78,INR,relaxed,2026-08-18T10:00:00+05:30
prf_7b1ec6b1,usr_38ae75c0,"ar,kn",kn,"wildlife_birding,nightlife_bar,food_fine",vegan,,AED,19614.01,AED,relaxed,2026-08-18T10:00:00+05:30
prf_4c118d47,usr_598fd23f,"en-IN,te",te,"heritage_stepwell,nightlife_bar,food_street",,,BTN,17984.93,BTN,relaxed,2026-08-18T10:00:00+05:30
prf_c4667212,usr_a6999f45,"ml,hi",hi,"shopping_mall,shopping_bazaar",,,INR,23215.07,INR,packed,2026-08-18T10:00:00+05:30
prf_715fc823,usr_86c0581f,"hi,ml",,"adventure_water,heritage_temple,adventure_air,adventure_cycle,shopping_bazaar",,,INR,28685.95,INR,packed,2026-08-18T10:00:00+05:30
prf_509d7f16,usr_595656b6,"en-IN,ta",en-IN,"heritage_temple,nature_hill",,,NPR,,,balanced,2026-08-18T10:00:00+05:30
prf_28e5501a,usr_8317ab30,hi,hi,"beach_quiet,nature_waterfall,museum_science,heritage_stepwell",halal,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_895d87b1,usr_5303ee80,en-IN,,"wildlife_sanctuary,shopping_craft,nightlife_live,nature_hill",vegan,,INR,2899.04,INR,packed,2026-08-18T10:00:00+05:30
prf_7c202c12,usr_f13873e9,bn,bn,"adventure_trek,religious_pilgrim,adventure_water,food_market",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_3f9fbf3c,usr_5e4aa2d9,"en-IN,ta",en-IN,"wellness_ayur,food_cooking,nature_hill,heritage_stepwell",halal,,JPY,10466.03,JPY,balanced,2026-08-18T10:00:00+05:30
prf_d58ba055,usr_fe68ac3c,en-IN,en-IN,"nature_desert,shopping_mall,food_fine,heritage_ruins,religious_pilgrim",halal,,INR,41765.84,INR,packed,2026-08-18T10:00:00+05:30
prf_baa884da,usr_46f5d250,"ne,pa",pa,"nightlife_bar,museum_art,nature_hill,wellness_yoga",jain,,NPR,4306.64,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_704eed0a,usr_0db0f175,"pa,hi",hi,"nightlife_live,nature_waterfall,food_street",,none,INR,28524.87,INR,packed,2026-08-18T10:00:00+05:30
prf_cf354a8b,usr_5549036e,"en-IN,bn",en-IN,"nightlife_live,heritage_stepwell,nature_waterfall",,,INR,8363.96,INR,packed,2026-08-18T10:00:00+05:30
prf_39e66df4,usr_0dc68a1c,en-IN,en-IN,"shopping_mall,nature_hill,nature_garden,heritage_ruins,wildlife_safari",vegan,,INR,8672.38,INR,balanced,2026-08-18T10:00:00+05:30
prf_4c1e3df7,usr_ae648c19,ne,ne,"beach_active,nature_desert,adventure_trek",vegan,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_25d8787f,usr_9b002a1a,"bn,mr",mr,"adventure_cycle,heritage_fort,nature_hill,wellness_yoga",none,none,INR,2513.31,INR,packed,2026-08-18T10:00:00+05:30
prf_8e97b84d,usr_a6c69ded,en-IN,en-IN,"nightlife_bar,museum_art,shopping_mall",halal,,INR,2972.65,INR,relaxed,2026-08-18T10:00:00+05:30
prf_83a0a56f,usr_3190040f,"en-IN,gu",gu,"shopping_craft,nature_waterfall",halal,,INR,19164.67,INR,relaxed,2026-08-18T10:00:00+05:30
prf_fc7edafe,usr_656b5a35,"ne,en-IN",en-IN,"nature_desert,nature_waterfall,wildlife_safari,heritage_stepwell",vegan,,NPR,4714.85,NPR,balanced,2026-08-18T10:00:00+05:30
prf_2ed63a7d,usr_1d51b0cb,mr,mr,"nature_lake,nature_hill,food_fine",none,,INR,37437.60,INR,packed,2026-08-18T10:00:00+05:30
prf_6c338596,usr_a6b776c8,"en-IN,bn",,"wildlife_birding,food_fine",vegetarian,none,INR,3112.23,INR,packed,2026-08-18T10:00:00+05:30
prf_a05be431,usr_b2ea84e0,"en-IN,mr",mr,"nightlife_bar,wellness_yoga",,,THB,2740.58,THB,packed,2026-08-18T10:00:00+05:30
prf_0cf80a0c,usr_2b11a6c9,"mr,te",mr,"wellness_yoga,wildlife_safari,heritage_stepwell,religious_pilgrim,nature_waterfall",none,step_free,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_7866532c,usr_2e562f89,"en-IN,ml",ml,"nature_hill,nightlife_live,nature_lake,wildlife_birding",vegetarian,,INR,33875.13,INR,relaxed,2026-08-18T10:00:00+05:30
prf_cb0d7658,usr_8fe264b1,"en-IN,mr",en-IN,"adventure_water,wildlife_sanctuary",none,,NPR,10838.69,NPR,packed,2026-08-18T10:00:00+05:30
prf_099c6d64,usr_cdc31bd3,"ja,en-IN",ja,"nature_lake,museum_history,wellness_ayur",vegan,,JPY,18540.59,JPY,relaxed,2026-08-18T10:00:00+05:30
prf_76687d50,usr_dcfab723,ms,ms,"food_market,wildlife_sanctuary,food_fine,beach_quiet",halal,vision,MYR,7336.29,MYR,relaxed,2026-08-18T10:00:00+05:30
prf_e6225227,usr_948a58de,"en-IN,pa",en-IN,"shopping_bazaar,shopping_craft,wellness_ayur",vegetarian,,CHF,4658.83,CHF,relaxed,2026-08-18T10:00:00+05:30
prf_fa528e33,usr_f5f1340f,hi,hi,"wildlife_safari,wildlife_birding",none,,INR,4606.36,INR,balanced,2026-08-18T10:00:00+05:30
prf_bfb2793b,usr_343719c9,"en-IN,ta",,"wildlife_safari,nature_lake,heritage_temple,shopping_bazaar,food_street",,step_free,INR,33756.44,INR,packed,2026-08-18T10:00:00+05:30
prf_1d161702,usr_4b9aa988,"en-IN,hi",en-IN,"religious_ghats,museum_science,nature_hill,museum_art,nature_waterfall",vegan,,INR,36539.61,INR,packed,2026-08-18T10:00:00+05:30
prf_6e09a140,usr_f7077299,en-IN,,"beach_active,religious_pilgrim,nature_garden,adventure_trek,nature_lake",,none,INR,10490.47,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8664e8e5,usr_e60873aa,"ta,pa",pa,"beach_quiet,food_cooking,wildlife_safari,wildlife_sanctuary",vegetarian,hearing,INR,2815.62,INR,balanced,2026-08-18T10:00:00+05:30
prf_ba0e37e3,usr_04f598c2,mr,mr,"beach_active,heritage_stepwell,wellness_ayur,adventure_water,heritage_fort",none,vision,INR,11560.59,INR,packed,2026-08-18T10:00:00+05:30
prf_7ce58b11,usr_f12ab863,ar,ar,"shopping_mall,heritage_fort,heritage_ruins,beach_active",vegan,step_free,AED,34484.08,AED,packed,2026-08-18T10:00:00+05:30
prf_46dcac95,usr_0000ca76,"en-IN,bn",en-IN,"beach_active,wellness_ayur,heritage_temple",vegetarian,step_free,INR,5793.48,INR,balanced,2026-08-18T10:00:00+05:30
prf_3359963f,usr_701b0010,"en-IN,te",en-IN,"adventure_air,nightlife_bar,heritage_stepwell,shopping_craft",,,INR,8444.30,INR,balanced,2026-08-18T10:00:00+05:30
prf_004e0a95,usr_7a9bb1ad,"en-IN,hi",,"beach_quiet,religious_ghats,religious_pilgrim,wildlife_safari",,,CHF,36150.68,CHF,packed,2026-08-18T10:00:00+05:30
prf_17505eb2,usr_15dd3b38,"en-IN,gu",,"religious_ghats,nature_lake,shopping_bazaar,heritage_ruins,nature_garden",,,LKR,19071.91,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_be19e872,usr_3134253d,en-IN,en-IN,"nightlife_live,museum_art,wildlife_safari,wellness_yoga,shopping_bazaar",none,,MYR,3059.31,MYR,packed,2026-08-18T10:00:00+05:30
prf_71a184b3,usr_4f4d8587,"en-IN,bn",bn,"nature_lake,beach_quiet,museum_art",jain,,INR,4724.37,INR,balanced,2026-08-18T10:00:00+05:30
prf_140b9927,usr_8f0039c0,"en-IN,bn",bn,"wildlife_birding,nature_hill,food_market,wildlife_sanctuary",none,,INR,2085.77,INR,balanced,2026-08-18T10:00:00+05:30
prf_4f58eb72,usr_0e8e470a,"hi,ta",,"museum_science,nature_hill,religious_pilgrim,food_cooking",none,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_b9a1e0be,usr_ee03ca6c,en-IN,en-IN,"heritage_stepwell,adventure_trek",vegetarian,,INR,4402.10,INR,relaxed,2026-08-18T10:00:00+05:30
prf_fe5bcc0a,usr_5307f01f,ta,ta,"adventure_cycle,nightlife_bar",vegetarian,,INR,2755.99,INR,balanced,2026-08-18T10:00:00+05:30
prf_2bc04a5b,usr_e085ee6b,or,or,"wellness_yoga,heritage_ruins",halal,none,INR,16827.88,INR,packed,2026-08-18T10:00:00+05:30
prf_fae9ee17,usr_378b6f36,"en-IN,hi",,"beach_quiet,beach_active,adventure_water,museum_science",,,INR,3136.05,INR,balanced,2026-08-18T10:00:00+05:30
prf_8ee361a4,usr_7e13fee1,"ta,mr",mr,"nightlife_live,beach_active,adventure_trek,nature_desert,heritage_fort",vegetarian,step_free,INR,23204.03,INR,balanced,2026-08-18T10:00:00+05:30
prf_2602cdf9,usr_567fc188,"en-IN,gu",en-IN,"food_fine,heritage_temple,adventure_cycle",,step_free,INR,5745.56,INR,balanced,2026-08-18T10:00:00+05:30
prf_d1ac7dd2,usr_2aa556d6,"hi,en-IN",,"wildlife_birding,wildlife_sanctuary,heritage_temple,wellness_yoga,heritage_ruins",jain,,INR,2665.19,INR,packed,2026-08-18T10:00:00+05:30
prf_c818c328,usr_22e61dad,"en-IN,kn",,"food_cooking,wellness_yoga,beach_active",halal,none,INR,2690.99,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c7e07695,usr_81ed406f,"th,te",te,"nature_waterfall,wellness_ayur,beach_quiet,wildlife_birding,shopping_bazaar",,,THB,2392.23,THB,balanced,2026-08-18T10:00:00+05:30
prf_8770606d,usr_7df097f0,"en-IN,ml",en-IN,"religious_ghats,nightlife_live,heritage_ruins,nature_hill,museum_art",,,INR,16455.87,INR,packed,2026-08-18T10:00:00+05:30
prf_0f4a937e,usr_29b0484e,"hi,en-IN",hi,"shopping_mall,heritage_temple,adventure_water",halal,,INR,15390.69,INR,balanced,2026-08-18T10:00:00+05:30
prf_c527a9d2,usr_a3f4f2d9,"en-IN,hi",,"food_market,adventure_water,wildlife_birding",vegan,none,AED,5960.00,AED,balanced,2026-08-18T10:00:00+05:30
prf_56c7eeab,usr_f94cda41,"kn,gu",gu,"beach_quiet,food_fine,museum_science",vegan,,INR,16570.24,INR,packed,2026-08-18T10:00:00+05:30
prf_e6f07962,usr_34d0c50b,"hi,en-IN",hi,"wildlife_sanctuary,adventure_air,religious_ghats,beach_active",jain,,INR,16737.33,INR,relaxed,2026-08-18T10:00:00+05:30
prf_29e70e51,usr_a86957a3,ne,ne,"shopping_craft,wildlife_sanctuary,nature_garden",jain,,NPR,8754.49,NPR,balanced,2026-08-18T10:00:00+05:30
prf_36c07dac,usr_9cc617ce,"hi,bn",hi,"shopping_bazaar,religious_ghats,food_cooking,food_market,beach_active",,,INR,4194.58,INR,balanced,2026-08-18T10:00:00+05:30
prf_523ed53e,usr_ba3a629c,kn,kn,"wellness_ayur,wellness_yoga,shopping_bazaar",,,INR,29463.41,INR,balanced,2026-08-18T10:00:00+05:30
prf_1e9b6e66,usr_cfc145a0,en-IN,,"shopping_bazaar,food_cooking,museum_history",,,INR,6357.31,INR,balanced,2026-08-18T10:00:00+05:30
prf_97148052,usr_b0cd91cf,"hi,te",te,"religious_ghats,museum_art,nature_garden",vegan,step_free,INR,21718.33,INR,relaxed,2026-08-18T10:00:00+05:30
prf_0a65e2f7,usr_b10b6018,en-IN,,"nature_waterfall,wildlife_sanctuary,nature_lake,adventure_cycle,nature_garden",none,,QAR,,,relaxed,2026-08-18T10:00:00+05:30
prf_cbc12ffd,usr_0ecc288c,"en-IN,mr",,"nightlife_live,wellness_ayur,heritage_stepwell,wildlife_sanctuary",vegan,none,INR,4943.70,INR,balanced,2026-08-18T10:00:00+05:30
prf_e8e26e71,usr_ecfbc9b2,"en-IN,te",,"adventure_trek,museum_art,heritage_fort,heritage_stepwell",,,INR,4122.08,INR,packed,2026-08-18T10:00:00+05:30
prf_ef47e439,usr_20caee9e,"en-IN,ml",ml,"adventure_trek,food_cooking,food_street,museum_art,wellness_ayur",,step_free,INR,40352.18,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c4562094,usr_8bddf67c,"hi,mr",hi,"wellness_yoga,nightlife_bar,wildlife_sanctuary,nightlife_live,nature_hill",none,,INR,28453.83,INR,relaxed,2026-08-18T10:00:00+05:30
prf_a708fd48,usr_e2490a9e,kn,,"adventure_air,wildlife_safari,heritage_stepwell",vegetarian,,INR,3100.80,INR,packed,2026-08-18T10:00:00+05:30
prf_a12dea57,usr_49b03439,"en-IN,ta",en-IN,"food_cooking,nightlife_live",none,,CHF,9163.07,CHF,balanced,2026-08-18T10:00:00+05:30
prf_1179d2b0,usr_50db435c,"en-IN,hi",en-IN,"wildlife_safari,wellness_yoga,adventure_water,adventure_air,religious_pilgrim",,step_free,INR,4035.76,INR,relaxed,2026-08-18T10:00:00+05:30
prf_dc2098ef,usr_ab49979e,en-IN,en-IN,"wildlife_sanctuary,nature_waterfall,adventure_air",vegan,hearing,INR,34114.62,INR,balanced,2026-08-18T10:00:00+05:30
prf_4d3e9098,usr_7bb9f669,ur,ur,"religious_ghats,adventure_water,wildlife_birding,wildlife_safari,wellness_ayur",,,INR,16921.98,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8819393d,usr_e2f59178,"pa,bn",pa,"food_street,heritage_fort,beach_quiet",jain,none,INR,11015.55,INR,packed,2026-08-18T10:00:00+05:30
prf_edb7f11c,usr_4fec6bfa,"en-IN,ml",ml,"museum_art,wildlife_sanctuary,heritage_ruins,shopping_craft",halal,,INR,7406.80,INR,balanced,2026-08-18T10:00:00+05:30
prf_191658b5,usr_b1d59712,en-IN,en-IN,"adventure_cycle,heritage_fort,heritage_ruins,heritage_stepwell,nature_desert",,step_free,INR,10347.69,INR,packed,2026-08-18T10:00:00+05:30
prf_3aa79447,usr_2136e1fa,en-IN,en-IN,"food_market,adventure_water",,,INR,2512.35,INR,balanced,2026-08-18T10:00:00+05:30
prf_bebcbc72,usr_2dd33665,en-IN,en-IN,"food_street,shopping_craft",vegetarian,,INR,43149.61,INR,balanced,2026-08-18T10:00:00+05:30
prf_4f6a3b41,usr_dcf3a4ae,en-IN,en-IN,"adventure_cycle,shopping_mall,shopping_bazaar",vegetarian,,INR,18526.91,INR,relaxed,2026-08-18T10:00:00+05:30
prf_a24c71f4,usr_651a4d17,"en-IN,kn",,"food_market,shopping_mall,museum_art,museum_science,adventure_trek",vegan,,INR,2785.21,INR,packed,2026-08-18T10:00:00+05:30
prf_8ff4505c,usr_2dfc4f4b,en-IN,en-IN,"beach_active,wildlife_sanctuary",,,INR,39806.06,INR,packed,2026-08-18T10:00:00+05:30
prf_bae9ea39,usr_2de68d4f,en-IN,,"religious_ghats,museum_art,nature_waterfall,museum_history,adventure_air",none,vision,INR,42437.20,INR,balanced,2026-08-18T10:00:00+05:30
prf_970ded16,usr_ee57ec9a,kn,kn,"wellness_ayur,beach_active,heritage_stepwell,wildlife_sanctuary",none,,INR,6095.22,INR,relaxed,2026-08-18T10:00:00+05:30
prf_0277cf96,usr_1c8154b9,en-IN,en-IN,"wellness_ayur,food_market,wildlife_birding,heritage_ruins",halal,,INR,2132.00,INR,packed,2026-08-18T10:00:00+05:30
prf_4ad6adfa,usr_861e9ecb,si,si,"museum_art,wellness_yoga,nature_desert,food_fine",,hearing,LKR,45371.45,LKR,packed,2026-08-18T10:00:00+05:30
