booking_id,user_id,trip_id,itinerary_id,booking_reference,channel,total_amount,currency,tax_amount,idempotency_key,status,confirmed_at,cancelled_at,cancellation_reason,created_at,updated_at
bkg_e34b9f9d,usr_05306731,trp_cb6840c6,,1280DA,partner,18583.91,INR,1991.13,idem_93c78c2451feca55,cancelled,,2026-07-17T08:30:00+05:30,Trip postponed,2026-07-07T08:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_54a02c17,usr_5f5edf0f,trp_caf05844,,773B9A,mobile_app,20176.02,THB,2161.72,idem_4b865d96242ef4ae,confirmed,2026-06-16T03:02:00+05:30,,,2026-06-16T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_dac44b4d,usr_4420259c,,,BB7113,web,14723.65,INR,1577.53,idem_5db5053469e8cdfb,confirmed,2026-06-04T07:47:00+05:30,,,2026-06-04T07:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_fefc7f0b,usr_c582abb2,trp_a7356ab0,,04E307,web,14753.96,INR,1580.78,idem_580cec8491d4dee9,confirmed,2026-05-16T00:32:00+05:30,,,2026-05-16T00:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_6c0b45a8,usr_d504f21d,trp_8500bc75,,21DCF2,mobile_app,12652.53,INR,1355.63,idem_d50603628f987359,partially_confirmed,2026-05-06T16:47:00+05:30,,,2026-05-06T16:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_02cfb41a,usr_08b8f8e9,trp_a62adcb1,,D90906,mobile_app,4844.84,INR,519.09,idem_e818a143107de392,confirmed,2026-06-24T20:47:00+05:30,,,2026-06-24T20:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_52727a33,usr_17b45921,trp_e4e09b00,,D8AB23,mobile_app,35729.12,INR,3828.12,idem_8e473619fc759d48,confirmed,2026-07-23T01:17:00+05:30,,,2026-07-23T01:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_c6316fb8,usr_1dc66e29,trp_c2089a00,,C10438,web,4308.30,INR,461.60,idem_45a251476e99f07f,cancelled,,2026-07-01T01:00:00+05:30,Duplicate booking,2026-06-14T01:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b5672004,usr_b6d5d98c,trp_bacdeb91,,FEB449,agent,15352.66,INR,1644.93,idem_0eb3f85f3455b2e3,confirmed,2026-04-23T19:02:00+05:30,,,2026-04-23T19:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_2fe1a26f,usr_dabbaf95,,,12234B,web,40418.76,INR,4330.58,idem_e8600008af0ebc79,confirmed,2026-06-10T08:02:00+05:30,,,2026-06-10T08:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_d46e4971,usr_95d28a5d,,,E727E1,web,6855.82,INR,734.55,idem_b9a97ebba1842fad,failed,,,,2026-06-14T01:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ed24dfaa,usr_0b8f3bdc,trp_0e4afde6,,A9A78F,web,58669.41,INR,6286.01,idem_4742e73280d35c4a,confirmed,2026-07-03T15:32:00+05:30,,,2026-07-03T15:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_130372a1,usr_6be041f5,,,7A07FF,web,21421.43,INR,2295.15,idem_23620a17ee838929,failed,,,,2026-07-04T05:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_680acbca,usr_1dc66e29,trp_c2089a00,,47917A,mobile_app,14288.99,INR,1530.96,idem_434c07e1688fc20e,confirmed,2026-05-13T11:02:00+05:30,,,2026-05-13T11:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_7570a2e6,usr_afaebefa,trp_cab596c9,,9CAD39,mobile_app,4412.71,INR,472.79,idem_ce13a62296648d83,confirmed,2026-06-08T08:17:00+05:30,,,2026-06-08T08:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_50d7098a,usr_e851fdeb,trp_97bcd5c8,,EC35C7,web,312.89,SGD,33.52,idem_d545fdc2600c0b47,pending,,,,2026-07-19T04:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_91a4b601,usr_35d340e3,trp_fd4e6af3,,65B8F3,mobile_app,25185.99,INR,2698.50,idem_ff6b7a1a8aef2222,confirmed,2026-07-28T01:17:00+05:30,,,2026-07-28T01:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_7d97669b,usr_12f95c97,trp_5a3f0c25,,B6B883,web,28039.56,INR,3004.24,idem_1300cdee00c676b2,cancelled,,2026-06-15T07:00:00+05:30,Found a better rate,2026-06-02T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b6a70f59,usr_2de68d4f,trp_4eec7794,,9F2EE6,web,40204.93,THB,4307.67,idem_78761e915ef74fd3,confirmed,2026-05-11T17:02:00+05:30,,,2026-05-11T17:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_bf0a8828,usr_65b43f7e,trp_d0565c09,,EE6E3B,mobile_app,85308.83,INR,9140.23,idem_a7085cb47b858486,confirmed,2026-05-08T01:17:00+05:30,,,2026-05-08T01:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_55583b7b,usr_f855344d,trp_3c03178d,,C2AA4C,web,5403.37,INR,578.93,idem_2d09b851b7af4301,confirmed,2026-05-26T11:47:00+05:30,,,2026-05-26T11:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_fc253356,usr_0389057b,trp_d6b492f9,,B21DAD,web,7474.28,THB,800.82,idem_113220e6fda0bf37,confirmed,2026-07-31T10:02:00+05:30,,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_62c065ed,usr_f271c461,trp_4b9e6595,,0F16F5,mobile_app,4826.88,INR,517.17,idem_3cfb2ddeb29e8430,confirmed,2026-06-29T21:02:00+05:30,,,2026-06-29T21:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b541276b,usr_8180c222,,,98CB27,mobile_app,45301.78,INR,4853.76,idem_7bbdcec64ba61af2,confirmed,2026-07-01T14:47:00+05:30,,,2026-07-01T14:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_604a5c4e,usr_e27e3b52,trp_cf3db507,,7F99BD,mobile_app,6529.89,INR,699.63,idem_d1e02c9b0ac86f36,confirmed,2026-05-28T20:47:00+05:30,,,2026-05-28T20:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_53dac4a3,usr_abb36fee,trp_e060228a,,567703,mobile_app,39515376.95,IDR,4233790.39,idem_c4560860ebd5b21a,confirmed,2026-06-22T20:32:00+05:30,,,2026-06-22T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_0ab26681,usr_cb0928ac,trp_f2bf08e7,,0DBE99,web,6062.94,MVR,649.60,idem_85e1008a29680a3c,cancelled,,2026-07-25T07:00:00+05:30,Found a better rate,2026-07-08T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_0ebbe95e,usr_ddcb196c,trp_05fa9ee5,,45E3E1,call_centre,6322.29,THB,677.39,idem_f78df9b55c7d1b84,pending,,,,2026-07-17T03:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_fc9207d7,usr_05e40dfc,trp_4507663e,,F3FC51,call_centre,20984.04,INR,2248.29,idem_6fe6d57e18ed602d,confirmed,2026-08-16T11:17:00+05:30,,,2026-08-16T11:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_c0fba57a,usr_e27e3b52,trp_cf3db507,,DD865F,web,4344.28,INR,465.46,idem_fc0f6049c465566c,cancelled,,2026-05-29T14:45:00+05:30,Plans changed,2026-05-21T14:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_9fc2184f,usr_1a6892bf,trp_2b1c9a53,,617247,web,8705.79,NPR,932.76,idem_79d1c1d86df3bc0f,confirmed,2026-06-14T04:47:00+05:30,,,2026-06-14T04:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_50c8502a,usr_d0571b95,trp_89eafa58,,B36B1A,web,18694.70,AED,2003.00,idem_2719c5d19c14c59e,confirmed,2026-06-02T14:17:00+05:30,,,2026-06-02T14:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_aa0db315,usr_beeb010f,trp_3ebf9280,,481E79,web,3316.12,INR,355.30,idem_b7fd9c2aef82d03b,confirmed,2026-05-14T14:17:00+05:30,,,2026-05-14T14:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_805b514f,usr_dc1bd238,trp_0c58e20b,,48DFD0,mobile_app,563.25,AED,60.35,idem_3f43dfe4695fc3d1,confirmed,2026-08-04T11:32:00+05:30,,,2026-08-04T11:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_9ddc8790,usr_2fca7c46,,,A46C27,partner,9582.05,INR,1026.65,idem_54b23aa9174d9ab6,confirmed,2026-07-20T18:32:00+05:30,,,2026-07-20T18:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_61238605,usr_44604a9d,trp_7d8e2e3c,,C167DD,agent,43488.57,INR,4659.49,idem_3ad3a1aa23f838c9,partially_confirmed,2026-08-16T03:02:00+05:30,,,2026-08-16T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_f927f8f3,usr_50dd9495,trp_4c04b27d,,920A66,mobile_app,1811.41,INR,194.08,idem_3774c7f4347f519d,confirmed,2026-07-12T13:32:00+05:30,,,2026-07-12T13:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_8a37bd91,usr_d8cab59f,trp_e469328d,,3D1153,mobile_app,12898.31,INR,1381.96,idem_e36d340fc2a616ef,pending,,,,2026-06-02T15:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_4cae87e8,usr_c538bbe8,,,E85231,mobile_app,18874.28,INR,2022.24,idem_242447437234ee44,cancelled,,2026-06-27T00:00:00+05:30,Found a better rate,2026-06-21T00:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c925ed11,usr_3ccdc15e,trp_7f4c80ca,,F08E1B,web,2500.94,INR,267.96,idem_f35fdb98b60d885d,confirmed,2026-07-28T18:47:00+05:30,,,2026-07-28T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_67b57301,usr_79248234,trp_f7736bd6,,5A905C,mobile_app,17622.02,INR,1888.07,idem_e2af57d38d80a7ad,cancelled,,2026-08-10T15:00:00+05:30,Duplicate booking,2026-08-07T15:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_f7eddaca,usr_8846d546,trp_3b4b53a6,,CBF6D4,web,19205751.53,IDR,2057759.09,idem_097bdbd6d999c391,confirmed,2026-05-06T10:47:00+05:30,,,2026-05-06T10:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_60a2b683,usr_0551c67a,trp_7a22e52a,,77D1E0,web,12739.50,AED,1364.95,idem_a6f5df86136da028,confirmed,2026-06-29T15:32:00+05:30,,,2026-06-29T15:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_2ae3a4f0,usr_13d8f6bd,,,CE9174,mobile_app,18147.09,NPR,1944.33,idem_82b14db85800c9a9,confirmed,2026-07-31T17:47:00+05:30,,,2026-07-31T17:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_7ef5ef04,usr_ddcb196c,trp_f9ef6a50,,34F65D,mobile_app,14455.82,INR,1548.84,idem_78ad17998c637a19,cancelled,,2026-06-02T14:15:00+05:30,Trip postponed,2026-05-15T14:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_7a42f7d8,usr_3a36b154,trp_06e06151,,58B67C,partner,15623.82,INR,1673.98,idem_5a39c6ce1ed5bac4,refunded,,2026-06-18T08:00:00+05:30,Found a better rate,2026-06-04T08:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_8caeec8f,usr_4efab0b7,trp_e8b8c651,,3C9BA7,web,35180.68,INR,3769.36,idem_d80cecc632f79729,pending,,,,2026-07-22T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_3fee874d,usr_ab49979e,trp_0ab1cb2b,,A5F1B8,mobile_app,50083.78,INR,5366.12,idem_9a9e384a14432456,confirmed,2026-08-01T18:47:00+05:30,,,2026-08-01T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_0d015795,usr_18260fc4,,,05C47C,web,2951.22,INR,316.20,idem_5450985d84d289d7,confirmed,2026-07-13T09:32:00+05:30,,,2026-07-13T09:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_83068456,usr_fedbd227,trp_1dd09ed0,,DA05BE,web,7896.09,INR,846.01,idem_b17cbec98f21552d,confirmed,2026-07-27T02:47:00+05:30,,,2026-07-27T02:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_45c42e50,usr_e4376908,trp_d03225c9,,389116,web,835.30,AED,89.50,idem_f7ee815c56ae8e4d,confirmed,2026-05-28T11:32:00+05:30,,,2026-05-28T11:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_0b5c249c,usr_2b4223b2,trp_7c20b912,,ADFE4D,mobile_app,438.45,AED,46.98,idem_ba0dfd72330bccd4,failed,,,,2026-07-25T05:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_cf54d828,usr_fcd9bdf6,trp_706fdf80,,2651B1,mobile_app,12640.39,INR,1354.33,idem_1ec2bd2d72677e07,confirmed,2026-06-26T21:17:00+05:30,,,2026-06-26T21:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_fbee3291,usr_e076a69d,trp_2dbec2dd,,9DA163,web,31693.61,INR,3395.74,idem_1860cd5c528fecbe,partially_confirmed,2026-07-19T08:47:00+05:30,,,2026-07-19T08:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_c4f0fcfa,usr_efe9a3aa,trp_1b3de2ea,,667E41,mobile_app,9281.69,INR,994.47,idem_c1857f8ef6aedb9e,confirmed,2026-06-18T10:02:00+05:30,,,2026-06-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_a185d9b9,usr_4b816f33,trp_c3b40723,,4B4496,mobile_app,19279.50,INR,2065.66,idem_c4a00e59e697a544,cancelled,,2026-05-30T11:30:00+05:30,Plans changed,2026-05-19T11:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_782ab458,usr_22e61dad,,,18A07B,mobile_app,20877.94,INR,2236.92,idem_738d266d59f1d65e,confirmed,2026-06-04T12:32:00+05:30,,,2026-06-04T12:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_0372dfa9,usr_4022bd9b,trp_5df54ac3,,4E365E,web,37058.71,INR,3970.58,idem_8f9ec992520a0420,confirmed,2026-05-12T13:02:00+05:30,,,2026-05-12T13:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_412e0857,usr_2de68d4f,trp_4eec7794,,F897E8,mobile_app,12955.42,INR,1388.08,idem_057d23227c514142,cancelled,,2026-07-19T05:15:00+05:30,Plans changed,2026-07-05T05:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_4ca733b7,usr_322bb31e,trp_f25ef2fa,,729F9E,web,45932.86,INR,4921.38,idem_5040b80dc1a72919,confirmed,2026-04-26T07:02:00+05:30,,,2026-04-26T07:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_18954d81,usr_9115fc7c,trp_07cf1d5b,,7DAFB4,mobile_app,46432.58,INR,4974.92,idem_4f95e2a31103b471,confirmed,2026-07-27T02:17:00+05:30,,,2026-07-27T02:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_db7d45d6,usr_b5327682,,,A6C9E1,mobile_app,16843.14,NPR,1804.62,idem_d53e253643dae126,confirmed,2026-06-03T05:47:00+05:30,,,2026-06-03T05:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_0a6bc709,usr_d7bc2e8d,trp_997cc8cc,,B4C847,mobile_app,32193.41,INR,3449.29,idem_e652b921f980331c,confirmed,2026-07-27T00:02:00+05:30,,,2026-07-27T00:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c06d2e5a,usr_c94b68cc,trp_0c34e3f4,,0D85E0,mobile_app,960.06,AED,102.86,idem_713957ddb1aeb10b,confirmed,2026-07-01T20:17:00+05:30,,,2026-07-01T20:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_4ab062bb,usr_3e25dcc6,trp_510db93a,,4CDB1F,web,18405.30,INR,1972.00,idem_0ffbb8aadf1d1281,confirmed,2026-08-07T12:47:00+05:30,,,2026-08-07T12:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_042ee911,usr_5b31e64c,,,B4E017,web,12963.72,INR,1388.97,idem_28de455794a69a4c,confirmed,2026-04-20T23:47:00+05:30,,,2026-04-20T23:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_7d4cb61a,usr_d0571b95,trp_377a871a,,487C7D,mobile_app,14040.30,INR,1504.32,idem_224f644588d77094,confirmed,2026-06-26T19:02:00+05:30,,,2026-06-26T19:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b19d595a,usr_228f37bd,,,6469CD,mobile_app,1543.49,MYR,165.37,idem_00c8e379e8877b86,refunded,,2026-08-07T20:30:00+05:30,Trip postponed,2026-08-04T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_068982cd,usr_268fdb85,,,D4D7FE,mobile_app,7962.28,THB,853.10,idem_ddd67f4afa879c15,cancelled,,2026-07-25T03:30:00+05:30,Trip postponed,2026-07-22T03:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_5257b9f2,usr_63531f2d,trp_2f330bc2,,ADACE6,call_centre,4841.27,INR,518.71,idem_63b79c6078a51f0d,confirmed,2026-05-13T11:47:00+05:30,,,2026-05-13T11:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_d895b8cb,usr_0382185a,trp_94e301b8,,741710,partner,10233.76,INR,1096.47,idem_d3d6fe534b92a8e4,confirmed,2026-07-03T21:17:00+05:30,,,2026-07-03T21:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_6ace6d8e,usr_8eb4e3e7,trp_aebbbd34,,FC5944,agent,8509.68,INR,911.75,idem_b820f83b2da1baa9,pending,,,,2026-06-23T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_1edeab12,usr_9694b4a3,trp_c81c4b8e,,3F6A13,web,20616.78,INR,2208.94,idem_5cf2cab06c0ed609,partially_confirmed,2026-05-07T15:02:00+05:30,,,2026-05-07T15:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_c6096e0c,usr_8ed02105,trp_b0a35602,,A1CE77,web,12390.22,INR,1327.52,idem_ac06737a1104facc,confirmed,2026-07-18T01:47:00+05:30,,,2026-07-18T01:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_b7269394,usr_7af770b2,trp_60fe0650,,236B56,mobile_app,9094.20,NPR,974.38,idem_2d018707c978b375,cancelled,,2026-08-12T10:00:00+05:30,Duplicate booking,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_d69720dd,usr_8e89346c,trp_a0b8b8af,,DBA1C6,web,12672.26,INR,1357.74,idem_3082c4ed197cf013,confirmed,2026-04-20T06:02:00+05:30,,,2026-04-20T06:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_e02469a4,usr_1b4fe68e,trp_c795bd25,,3208E9,web,36135.05,THB,3871.61,idem_676439eea638800c,confirmed,2026-04-24T12:47:00+05:30,,,2026-04-24T12:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_2d7f9bc5,usr_8846d546,trp_3b4b53a6,,894198,web,42056.73,INR,4506.08,idem_9b3c1773abc3c3df,confirmed,2026-07-05T20:02:00+05:30,,,2026-07-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_50980633,usr_ee57ec9a,,,3478E1,mobile_app,105140.59,INR,11265.06,idem_9ae5426f58a0bc3c,confirmed,2026-06-23T09:02:00+05:30,,,2026-06-23T09:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_9011626f,usr_02d5e350,,,139DA0,mobile_app,24280.66,INR,2601.50,idem_bff42a63a902a5fb,confirmed,2026-06-11T12:17:00+05:30,,,2026-06-11T12:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_1f01a95e,usr_afacd025,trp_2e23ea17,,F16E1A,call_centre,18932035.99,IDR,2028432.43,idem_fb30ff03d0fd4dc8,partially_confirmed,2026-05-28T21:17:00+05:30,,,2026-05-28T21:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_b2fbc585,usr_61ab0eaf,,,BC1979,mobile_app,18170.72,INR,1946.86,idem_ad63cf7bc44834b3,partially_confirmed,2026-06-27T03:02:00+05:30,,,2026-06-27T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_9729d3bb,usr_63d19d4c,trp_32ae8bfe,,DE6E8B,mobile_app,3065.17,AED,328.41,idem_e9ab4987766b9f5c,cancelled,,2026-06-13T05:45:00+05:30,Trip postponed,2026-05-30T05:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_b056f311,usr_d56927f7,trp_74917bfb,,0C8132,web,4362.79,INR,467.44,idem_8f4a4dee02102edd,confirmed,2026-07-02T11:17:00+05:30,,,2026-07-02T11:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_23506257,usr_6c3fae7b,trp_1b20de3f,,17CEFB,call_centre,10604.61,IDR,1136.21,idem_0b3fa5a02fd13d0f,partially_confirmed,2026-05-30T06:47:00+05:30,,,2026-05-30T06:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_f3997ce7,usr_0dc99bd5,trp_95715c8a,,9E5288,web,1041.42,SGD,111.58,idem_facbf2711d9e9b8a,confirmed,2026-07-30T06:17:00+05:30,,,2026-07-30T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_26141541,usr_b829ab46,,,4F7B2B,web,36209.51,MVR,3879.59,idem_d827a1e6990ea54c,confirmed,2026-08-02T03:02:00+05:30,,,2026-08-02T03:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_959720fb,usr_ce09de03,trp_3addadca,,EA9A3C,mobile_app,146830.51,INR,15731.84,idem_7463ca905ac7b3e1,confirmed,2026-05-12T10:32:00+05:30,,,2026-05-12T10:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_3caf64ac,usr_e4f15778,trp_d44e94e7,,FF7FD7,web,5989.73,INR,641.76,idem_d2567696e0cdda91,confirmed,2026-08-05T06:47:00+05:30,,,2026-08-05T06:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_552d26aa,usr_506012f1,trp_9fcf6ecc,,4F1BF5,web,58150.06,INR,6230.36,idem_1068478846af783f,confirmed,2026-06-11T16:17:00+05:30,,,2026-06-11T16:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_5c304c64,usr_4794174d,trp_e842e287,,BD60CF,mobile_app,13698227.63,IDR,1467667.25,idem_23f4dcc4d62bf333,cancelled,,2026-06-12T12:15:00+05:30,Trip postponed,2026-06-11T12:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_2aa109a8,usr_4d8f3b3a,trp_a396cd51,,58118C,web,93792.85,INR,10049.23,idem_0596161c8e8e9a36,confirmed,2026-06-20T14:32:00+05:30,,,2026-06-20T14:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_8033782e,usr_ca24d130,trp_1904a63d,,872B90,web,27467.51,INR,2942.95,idem_9ea86f5bbf134fb5,confirmed,2026-05-06T18:47:00+05:30,,,2026-05-06T18:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_cc45fc09,usr_e4f15778,trp_d44e94e7,,7C5EDB,mobile_app,2309.62,INR,247.46,idem_47806335d9748031,confirmed,2026-05-11T10:47:00+05:30,,,2026-05-11T10:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_378bbe96,usr_6c3fae7b,trp_1b20de3f,,AE9ABC,mobile_app,5373.03,LKR,575.68,idem_5c15420a53999c5a,confirmed,2026-05-26T13:02:00+05:30,,,2026-05-26T13:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_9a91261a,usr_57995796,trp_5843566d,,1D8D95,web,4946.57,MVR,529.99,idem_8d4626ba80860876,confirmed,2026-06-09T14:17:00+05:30,,,2026-06-09T14:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_d0255db9,usr_4022bd9b,trp_b7a82392,,35B839,mobile_app,4787.64,INR,512.96,idem_2a2c94aefdf70226,confirmed,2026-06-08T14:47:00+05:30,,,2026-06-08T14:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_fb1fb6a0,usr_e94f06ca,trp_7a5e7bd8,,2D1CC6,agent,60934.74,INR,6528.72,idem_89f70c76f751caeb,confirmed,2026-07-20T19:17:00+05:30,,,2026-07-20T19:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_5f686362,usr_7b318031,trp_9d4a5a9e,,0B311D,partner,22653.12,INR,2427.12,idem_8988aeed04d06a1d,confirmed,2026-04-22T21:32:00+05:30,,,2026-04-22T21:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_ce6d9324,usr_bc9d20fa,trp_9e0e3864,,61B305,web,15563.30,AED,1667.50,idem_6a31b4108f59635b,confirmed,2026-07-12T05:47:00+05:30,,,2026-07-12T05:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_f9454924,usr_e4f15778,trp_d44e94e7,,8BD345,web,16944.64,INR,1815.50,idem_74b28f8efa1e7d7c,confirmed,2026-05-21T23:17:00+05:30,,,2026-05-21T23:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_059764be,usr_18b5561e,trp_d04f7574,,B2D5AD,mobile_app,106244.53,INR,11383.34,idem_f278e8a83c69805b,confirmed,2026-04-24T12:17:00+05:30,,,2026-04-24T12:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_48c6b6b8,usr_95492664,trp_32bc8fa5,,619F0F,mobile_app,30303.15,INR,3246.77,idem_2df456907cc96687,confirmed,2026-04-28T08:47:00+05:30,,,2026-04-28T08:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_7fc8b55f,usr_3393c7a2,trp_3dee7b31,,5334FE,mobile_app,72549.86,INR,7773.20,idem_a855ac5ab61eb97c,confirmed,2026-08-10T11:47:00+05:30,,,2026-08-10T11:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_0361a872,usr_67de0711,,,FA006E,mobile_app,28564.05,INR,3060.43,idem_21fac8bb177a6d11,confirmed,2026-06-23T13:47:00+05:30,,,2026-06-23T13:45:00+05:30,2026-08-18T10:00:00+05:30
bkg_bdf71ea9,usr_701b0010,trp_358447d8,,EEE37B,call_centre,8603.19,INR,921.77,idem_b765458e9dbbf9aa,cancelled,,2026-08-15T22:15:00+05:30,Trip postponed,2026-07-30T22:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_ddef48c5,usr_e851fdeb,,,38D28D,mobile_app,8367.62,INR,896.53,idem_8645b4d338a76a0a,confirmed,2026-08-14T17:17:00+05:30,,,2026-08-14T17:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_0b6a3f29,usr_1ef037a0,,,4CA669,web,5086.33,INR,544.96,idem_6ceb4c3143d4bf8c,confirmed,2026-05-06T20:32:00+05:30,,,2026-05-06T20:30:00+05:30,2026-08-18T10:00:00+05:30
bkg_fe8b36b0,usr_a3f4f2d9,trp_d8f6113f,,CE02F1,web,44931.20,INR,4814.06,idem_a1639c8b4a74609e,cancelled,,2026-07-26T05:15:00+05:30,Found a better rate,2026-07-24T05:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_25cb4704,usr_72d88a70,trp_357dbb6b,,A455BC,mobile_app,16316.62,INR,1748.21,idem_e21e97df330e2f03,pending,,,,2026-05-09T11:00:00+05:30,2026-08-18T10:00:00+05:30
bkg_b99d91d6,usr_7a1346e6,trp_fdbf106b,,E87228,web,5190.04,THB,556.08,idem_70a3ffbf982ba844,confirmed,2026-06-30T06:17:00+05:30,,,2026-06-30T06:15:00+05:30,2026-08-18T10:00:00+05:30
bkg_c6b2be62,usr_3393c7a2,trp_3dee7b31,,1791BC,mobile_app,3446.68,INR,369.29,idem_a4be17824de5c07f,confirmed,2026-06-24T14:17:00+05:30,,,2026-06-24T14:15:00+05:30,2026-08-18T10:00:00+05:30
