availability_id,guide_id,for_date,is_available,slots_available,price_multiplier,updated_at
gav_f51a1004,gid_dbf7be53,2026-09-22,1,2,1,2026-08-18T10:00:00+05:30
gav_2cfdf08a,gid_dbf7be53,2026-09-23,1,1,1,2026-08-18T10:00:00+05:30
gav_7a63322f,gid_dbf7be53,2026-09-24,1,1,1,2026-08-18T10:00:00+05:30
gav_c0c04bf6,gid_dbf7be53,2026-09-25,1,2,1,2026-08-18T10:00:00+05:30
gav_9cf00bbd,gid_dbf7be53,2026-09-26,0,0,1.25,2026-08-18T10:00:00+05:30
gav_a2113836,gid_dbf7be53,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_f0c891c9,gid_dbf7be53,2026-09-28,0,0,1,2026-08-18T10:00:00+05:30
gav_25bfb9b4,gid_dbf7be53,2026-09-29,1,2,1,2026-08-18T10:00:00+05:30
gav_9fcf31ae,gid_dbf7be53,2026-09-30,1,2,1.1,2026-08-18T10:00:00+05:30
gav_bb24e553,gid_86292bf6,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_c8dcfe78,gid_86292bf6,2026-09-02,0,0,1,2026-08-18T10:00:00+05:30
gav_5799d884,gid_86292bf6,2026-09-03,1,2,1.1,2026-08-18T10:00:00+05:30
gav_8d473728,gid_86292bf6,2026-09-04,1,2,1,2026-08-18T10:00:00+05:30
gav_54cedf83,gid_86292bf6,2026-09-05,0,0,1.35,2026-08-18T10:00:00+05:30
gav_2e8bd35b,gid_86292bf6,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_40dc2753,gid_86292bf6,2026-09-07,1,2,1,2026-08-18T10:00:00+05:30
gav_ecdbec18,gid_86292bf6,2026-09-08,0,0,1,2026-08-18T10:00:00+05:30
gav_cf04fe4a,gid_86292bf6,2026-09-09,1,1,1.1,2026-08-18T10:00:00+05:30
gav_aa378807,gid_86292bf6,2026-09-10,1,2,1,2026-08-18T10:00:00+05:30
gav_851327a9,gid_86292bf6,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_23255966,gid_86292bf6,2026-09-12,1,2,1.25,2026-08-18T10:00:00+05:30
gav_f797dc71,gid_86292bf6,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_fd049fe0,gid_86292bf6,2026-09-14,0,0,1.1,2026-08-18T10:00:00+05:30
gav_632f5e4b,gid_86292bf6,2026-09-15,1,2,1,2026-08-18T10:00:00+05:30
gav_2eb0efdc,gid_86292bf6,2026-09-16,1,2,1,2026-08-18T10:00:00+05:30
gav_4a27b22b,gid_86292bf6,2026-09-17,0,0,1.1,2026-08-18T10:00:00+05:30
gav_d9be8b6b,gid_86292bf6,2026-09-18,1,1,1,2026-08-18T10:00:00+05:30
gav_7a842e35,gid_86292bf6,2026-09-19,1,1,1.25,2026-08-18T10:00:00+05:30
gav_7d1c69e8,gid_86292bf6,2026-09-20,0,0,1.35,2026-08-18T10:00:00+05:30
gav_9d4b9427,gid_86292bf6,2026-09-21,0,0,1,2026-08-18T10:00:00+05:30
gav_c4567122,gid_86292bf6,2026-09-22,0,0,1.1,2026-08-18T10:00:00+05:30
gav_436f4ee7,gid_86292bf6,2026-09-23,1,2,1.1,2026-08-18T10:00:00+05:30
gav_8a7ea21e,gid_86292bf6,2026-09-24,0,0,1,2026-08-18T10:00:00+05:30
gav_5bb5fb7e,gid_86292bf6,2026-09-25,1,2,1,2026-08-18T10:00:00+05:30
gav_a1b011a4,gid_86292bf6,2026-09-26,1,1,1.35,2026-08-18T10:00:00+05:30
gav_d323879f,gid_86292bf6,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_88367d32,gid_86292bf6,2026-09-28,1,2,1.1,2026-08-18T10:00:00+05:30
gav_b2d52604,gid_86292bf6,2026-09-29,0,0,1.1,2026-08-18T10:00:00+05:30
gav_b2e6bbee,gid_86292bf6,2026-09-30,0,0,1,2026-08-18T10:00:00+05:30
gav_85755b27,gid_393f0367,2026-09-01,0,0,1.1,2026-08-18T10:00:00+05:30
gav_9dd4315d,gid_393f0367,2026-09-02,0,0,1,2026-08-18T10:00:00+05:30
gav_de8f11f0,gid_393f0367,2026-09-03,0,0,1.1,2026-08-18T10:00:00+05:30
gav_6e9bc48e,gid_393f0367,2026-09-04,1,1,1,2026-08-18T10:00:00+05:30
gav_c1c82261,gid_393f0367,2026-09-05,1,1,1.35,2026-08-18T10:00:00+05:30
gav_ef8391b1,gid_393f0367,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_26d8a1ab,gid_393f0367,2026-09-07,0,0,1.1,2026-08-18T10:00:00+05:30
gav_b3b2d839,gid_393f0367,2026-09-08,1,1,1,2026-08-18T10:00:00+05:30
gav_6c667a49,gid_393f0367,2026-09-09,1,2,1,2026-08-18T10:00:00+05:30
gav_51031980,gid_393f0367,2026-09-10,1,2,1.1,2026-08-18T10:00:00+05:30
gav_be1171ef,gid_393f0367,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_90c35ceb,gid_393f0367,2026-09-12,1,2,1.35,2026-08-18T10:00:00+05:30
gav_ddb91599,gid_393f0367,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_b12f4afe,gid_393f0367,2026-09-14,1,1,1.1,2026-08-18T10:00:00+05:30
gav_dc1b76c0,gid_393f0367,2026-09-15,0,0,1,2026-08-18T10:00:00+05:30
gav_bcb9f9cf,gid_393f0367,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_bcc5ae4a,gid_393f0367,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_917ca54f,gid_393f0367,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_b1c86f32,gid_393f0367,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_14575bb4,gid_393f0367,2026-09-20,0,0,1.35,2026-08-18T10:00:00+05:30
gav_d4bfbb73,gid_393f0367,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_819b731e,gid_393f0367,2026-09-22,1,1,1.1,2026-08-18T10:00:00+05:30
gav_1dc40778,gid_393f0367,2026-09-23,1,2,1.1,2026-08-18T10:00:00+05:30
gav_4047eb44,gid_393f0367,2026-09-24,0,0,1,2026-08-18T10:00:00+05:30
gav_c6878407,gid_393f0367,2026-09-25,1,2,1,2026-08-18T10:00:00+05:30
gav_deb93366,gid_393f0367,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_895171b9,gid_393f0367,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_59dff95c,gid_393f0367,2026-09-28,1,1,1.1,2026-08-18T10:00:00+05:30
gav_01629ddf,gid_393f0367,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_6cc9bdef,gid_393f0367,2026-09-30,1,2,1.1,2026-08-18T10:00:00+05:30
gav_be5177ab,gid_32531872,2026-09-01,0,0,1,2026-08-18T10:00:00+05:30
gav_d0926c5d,gid_32531872,2026-09-02,1,2,1,2026-08-18T10:00:00+05:30
gav_1f3d55c6,gid_32531872,2026-09-03,1,2,1.1,2026-08-18T10:00:00+05:30
gav_c7089c2c,gid_32531872,2026-09-04,1,1,1.1,2026-08-18T10:00:00+05:30
gav_af330ac1,gid_32531872,2026-09-05,0,0,1.35,2026-08-18T10:00:00+05:30
gav_f3c5128e,gid_32531872,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_5a3c5be9,gid_32531872,2026-09-07,1,2,1,2026-08-18T10:00:00+05:30
gav_8bebfe8d,gid_32531872,2026-09-08,1,1,1,2026-08-18T10:00:00+05:30
gav_9a76dd9e,gid_32531872,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_4b074a68,gid_32531872,2026-09-10,1,2,1,2026-08-18T10:00:00+05:30
gav_3fc91b04,gid_32531872,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_ce16bfef,gid_32531872,2026-09-12,1,2,1.25,2026-08-18T10:00:00+05:30
gav_560471e5,gid_32531872,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_eec9e982,gid_32531872,2026-09-14,1,2,1.1,2026-08-18T10:00:00+05:30
gav_bb88bec0,gid_32531872,2026-09-15,1,2,1.1,2026-08-18T10:00:00+05:30
gav_fd2aab2f,gid_32531872,2026-09-16,0,0,1.1,2026-08-18T10:00:00+05:30
gav_7281351a,gid_32531872,2026-09-17,0,0,1,2026-08-18T10:00:00+05:30
gav_3ef42fa6,gid_32531872,2026-09-18,0,0,1.1,2026-08-18T10:00:00+05:30
gav_b7a2f8c2,gid_32531872,2026-09-19,0,0,1.25,2026-08-18T10:00:00+05:30
gav_11e08854,gid_32531872,2026-09-20,0,0,1.25,2026-08-18T10:00:00+05:30
gav_70dd5e36,gid_32531872,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_41de7f7a,gid_32531872,2026-09-22,1,2,1,2026-08-18T10:00:00+05:30
gav_ca92dcfe,gid_32531872,2026-09-23,1,2,1.1,2026-08-18T10:00:00+05:30
gav_d1ea17fd,gid_32531872,2026-09-24,0,0,1.1,2026-08-18T10:00:00+05:30
gav_bc9c6d71,gid_32531872,2026-09-25,1,1,1.1,2026-08-18T10:00:00+05:30
gav_58478f8a,gid_32531872,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_7b8034d9,gid_32531872,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_31ca2e26,gid_32531872,2026-09-28,1,2,1,2026-08-18T10:00:00+05:30
gav_4c504017,gid_32531872,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_02a0fe0f,gid_32531872,2026-09-30,1,2,1.1,2026-08-18T10:00:00+05:30
gav_52985888,gid_223eb8c5,2026-09-01,1,2,1,2026-08-18T10:00:00+05:30
gav_ec09bf64,gid_223eb8c5,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_a1faa4b1,gid_223eb8c5,2026-09-03,1,1,1,2026-08-18T10:00:00+05:30
gav_af6b6c14,gid_223eb8c5,2026-09-04,1,1,1.1,2026-08-18T10:00:00+05:30
gav_e1cfd8a3,gid_223eb8c5,2026-09-05,1,1,1.25,2026-08-18T10:00:00+05:30
gav_db527107,gid_223eb8c5,2026-09-06,1,2,1.25,2026-08-18T10:00:00+05:30
gav_49cdb9e4,gid_223eb8c5,2026-09-07,0,0,1,2026-08-18T10:00:00+05:30
gav_a6f4cd4c,gid_223eb8c5,2026-09-08,1,1,1.1,2026-08-18T10:00:00+05:30
gav_fc63e10c,gid_223eb8c5,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_72bc802b,gid_223eb8c5,2026-09-10,1,1,1.1,2026-08-18T10:00:00+05:30
gav_a8971a92,gid_223eb8c5,2026-09-11,0,0,1.1,2026-08-18T10:00:00+05:30
gav_9ec67b58,gid_223eb8c5,2026-09-12,1,2,1.25,2026-08-18T10:00:00+05:30
gav_357d490c,gid_223eb8c5,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_7b399825,gid_223eb8c5,2026-09-14,1,2,1.1,2026-08-18T10:00:00+05:30
gav_5e16c3b0,gid_223eb8c5,2026-09-15,1,1,1.1,2026-08-18T10:00:00+05:30
gav_fc5ee603,gid_223eb8c5,2026-09-16,1,2,1,2026-08-18T10:00:00+05:30
gav_2ec24907,gid_223eb8c5,2026-09-17,1,2,1,2026-08-18T10:00:00+05:30
gav_6181452d,gid_223eb8c5,2026-09-18,0,0,1.1,2026-08-18T10:00:00+05:30
gav_fcd49902,gid_223eb8c5,2026-09-19,1,2,1.25,2026-08-18T10:00:00+05:30
gav_70cb41aa,gid_223eb8c5,2026-09-20,1,1,1.35,2026-08-18T10:00:00+05:30
gav_a7abc5a4,gid_223eb8c5,2026-09-21,1,2,1,2026-08-18T10:00:00+05:30
gav_5963da61,gid_223eb8c5,2026-09-22,0,0,1,2026-08-18T10:00:00+05:30
gav_bd5ccfe1,gid_223eb8c5,2026-09-23,1,2,1,2026-08-18T10:00:00+05:30
gav_89af3df0,gid_223eb8c5,2026-09-24,1,1,1,2026-08-18T10:00:00+05:30
gav_1de6478e,gid_223eb8c5,2026-09-25,0,0,1,2026-08-18T10:00:00+05:30
gav_bb7a90f2,gid_223eb8c5,2026-09-26,0,0,1.25,2026-08-18T10:00:00+05:30
gav_f018d4df,gid_223eb8c5,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_c8033512,gid_223eb8c5,2026-09-28,1,2,1,2026-08-18T10:00:00+05:30
gav_b3ea3d97,gid_223eb8c5,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_92510415,gid_223eb8c5,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_6922ca15,gid_bb19bfad,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_9e85dfdb,gid_bb19bfad,2026-09-02,1,1,1.1,2026-08-18T10:00:00+05:30
gav_d0bb1080,gid_bb19bfad,2026-09-03,0,0,1.1,2026-08-18T10:00:00+05:30
gav_9c564748,gid_bb19bfad,2026-09-04,0,0,1,2026-08-18T10:00:00+05:30
gav_37522411,gid_bb19bfad,2026-09-05,1,1,1.25,2026-08-18T10:00:00+05:30
gav_15230f82,gid_bb19bfad,2026-09-06,1,2,1.35,2026-08-18T10:00:00+05:30
gav_c3f76dfc,gid_bb19bfad,2026-09-07,1,2,1,2026-08-18T10:00:00+05:30
gav_d132a82b,gid_bb19bfad,2026-09-08,0,0,1,2026-08-18T10:00:00+05:30
gav_e956d292,gid_bb19bfad,2026-09-09,1,2,1,2026-08-18T10:00:00+05:30
gav_f0991455,gid_bb19bfad,2026-09-10,1,2,1.1,2026-08-18T10:00:00+05:30
gav_c1d30761,gid_bb19bfad,2026-09-11,1,1,1.1,2026-08-18T10:00:00+05:30
gav_9a366864,gid_bb19bfad,2026-09-12,1,2,1.35,2026-08-18T10:00:00+05:30
gav_adb5d983,gid_bb19bfad,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_a92dc9c9,gid_bb19bfad,2026-09-14,1,1,1,2026-08-18T10:00:00+05:30
gav_019d3073,gid_bb19bfad,2026-09-15,1,1,1,2026-08-18T10:00:00+05:30
gav_3221ea6c,gid_bb19bfad,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_23a63905,gid_bb19bfad,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_48805d67,gid_bb19bfad,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_f7f4ec7b,gid_bb19bfad,2026-09-19,1,1,1.25,2026-08-18T10:00:00+05:30
gav_61a9693a,gid_bb19bfad,2026-09-20,0,0,1.25,2026-08-18T10:00:00+05:30
gav_20d1033c,gid_bb19bfad,2026-09-21,0,0,1,2026-08-18T10:00:00+05:30
gav_97760b30,gid_bb19bfad,2026-09-22,1,1,1.1,2026-08-18T10:00:00+05:30
gav_1ed52a7c,gid_bb19bfad,2026-09-23,0,0,1.1,2026-08-18T10:00:00+05:30
gav_803ecc77,gid_bb19bfad,2026-09-24,1,1,1.1,2026-08-18T10:00:00+05:30
gav_5d063b76,gid_bb19bfad,2026-09-25,0,0,1,2026-08-18T10:00:00+05:30
gav_c056ac9f,gid_bb19bfad,2026-09-26,1,2,1.35,2026-08-18T10:00:00+05:30
gav_cb58b125,gid_bb19bfad,2026-09-27,1,1,1.35,2026-08-18T10:00:00+05:30
gav_c0bdac83,gid_bb19bfad,2026-09-28,0,0,1,2026-08-18T10:00:00+05:30
gav_25807e8c,gid_bb19bfad,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_23e282ea,gid_bb19bfad,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_11a0fd18,gid_73c53c8a,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_224465b7,gid_73c53c8a,2026-09-02,1,2,1,2026-08-18T10:00:00+05:30
gav_04e7cd4e,gid_73c53c8a,2026-09-03,0,0,1,2026-08-18T10:00:00+05:30
gav_b1822386,gid_73c53c8a,2026-09-04,0,0,1,2026-08-18T10:00:00+05:30
gav_3ff14878,gid_73c53c8a,2026-09-05,1,1,1.25,2026-08-18T10:00:00+05:30
gav_32f9ee56,gid_73c53c8a,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_07d00581,gid_73c53c8a,2026-09-07,0,0,1.1,2026-08-18T10:00:00+05:30
gav_71828cb6,gid_73c53c8a,2026-09-08,1,2,1.1,2026-08-18T10:00:00+05:30
gav_57ef5290,gid_73c53c8a,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_70140932,gid_73c53c8a,2026-09-10,1,1,1,2026-08-18T10:00:00+05:30
gav_335e8f2f,gid_73c53c8a,2026-09-11,0,0,1,2026-08-18T10:00:00+05:30
gav_a58be1c0,gid_73c53c8a,2026-09-12,1,1,1.25,2026-08-18T10:00:00+05:30
gav_8715d9c6,gid_73c53c8a,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_2824e1f9,gid_73c53c8a,2026-09-14,1,2,1,2026-08-18T10:00:00+05:30
gav_92451fde,gid_73c53c8a,2026-09-15,1,1,1,2026-08-18T10:00:00+05:30
gav_a02affc3,gid_73c53c8a,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_c1e6fa1e,gid_73c53c8a,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_f8989d90,gid_73c53c8a,2026-09-18,1,1,1,2026-08-18T10:00:00+05:30
gav_4886a01b,gid_73c53c8a,2026-09-19,0,0,1.35,2026-08-18T10:00:00+05:30
gav_597e024f,gid_73c53c8a,2026-09-20,1,2,1.25,2026-08-18T10:00:00+05:30
gav_3218a394,gid_73c53c8a,2026-09-21,0,0,1,2026-08-18T10:00:00+05:30
gav_f921d4f2,gid_73c53c8a,2026-09-22,1,1,1,2026-08-18T10:00:00+05:30
gav_6a1f16e1,gid_73c53c8a,2026-09-23,0,0,1.1,2026-08-18T10:00:00+05:30
gav_85a4fbd2,gid_73c53c8a,2026-09-24,1,2,1.1,2026-08-18T10:00:00+05:30
gav_c7fe0cab,gid_73c53c8a,2026-09-25,1,1,1.1,2026-08-18T10:00:00+05:30
gav_d3ae4de8,gid_73c53c8a,2026-09-26,0,0,1.25,2026-08-18T10:00:00+05:30
gav_d8882133,gid_73c53c8a,2026-09-27,1,1,1.25,2026-08-18T10:00:00+05:30
gav_d86a8998,gid_73c53c8a,2026-09-28,1,2,1.1,2026-08-18T10:00:00+05:30
gav_e34f064f,gid_73c53c8a,2026-09-29,0,0,1,2026-08-18T10:00:00+05:30
gav_911737c2,gid_73c53c8a,2026-09-30,1,2,1,2026-08-18T10:00:00+05:30
gav_3bb4556d,gid_c288d6ae,2026-09-01,1,1,1,2026-08-18T10:00:00+05:30
gav_78ee3d9c,gid_c288d6ae,2026-09-02,1,1,1,2026-08-18T10:00:00+05:30
gav_e06618cb,gid_c288d6ae,2026-09-03,1,1,1,2026-08-18T10:00:00+05:30
gav_94f2bece,gid_c288d6ae,2026-09-04,1,2,1.1,2026-08-18T10:00:00+05:30
gav_13285390,gid_c288d6ae,2026-09-05,1,1,1.35,2026-08-18T10:00:00+05:30
gav_34b9e802,gid_c288d6ae,2026-09-06,1,1,1.25,2026-08-18T10:00:00+05:30
gav_b1f028bc,gid_c288d6ae,2026-09-07,1,1,1,2026-08-18T10:00:00+05:30
gav_1e4ee6b7,gid_c288d6ae,2026-09-08,1,1,1,2026-08-18T10:00:00+05:30
gav_e192bb7a,gid_c288d6ae,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_a6a33f26,gid_c288d6ae,2026-09-10,0,0,1.1,2026-08-18T10:00:00+05:30
gav_ff8a12ec,gid_c288d6ae,2026-09-11,1,1,1,2026-08-18T10:00:00+05:30
gav_08769245,gid_c288d6ae,2026-09-12,1,1,1.25,2026-08-18T10:00:00+05:30
gav_675258a1,gid_c288d6ae,2026-09-13,1,1,1.25,2026-08-18T10:00:00+05:30
gav_f5560af4,gid_c288d6ae,2026-09-14,1,2,1,2026-08-18T10:00:00+05:30
gav_5b99138a,gid_c288d6ae,2026-09-15,1,2,1.1,2026-08-18T10:00:00+05:30
gav_1fa5ce7a,gid_c288d6ae,2026-09-16,0,0,1,2026-08-18T10:00:00+05:30
gav_b8057547,gid_c288d6ae,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_aa5ea4e5,gid_c288d6ae,2026-09-18,0,0,1.1,2026-08-18T10:00:00+05:30
gav_ebbd8c2f,gid_c288d6ae,2026-09-19,1,1,1.35,2026-08-18T10:00:00+05:30
gav_556346c1,gid_c288d6ae,2026-09-20,1,2,1.25,2026-08-18T10:00:00+05:30
gav_9380a565,gid_c288d6ae,2026-09-21,1,2,1,2026-08-18T10:00:00+05:30
gav_2d56bc88,gid_c288d6ae,2026-09-22,0,0,1,2026-08-18T10:00:00+05:30
gav_22c11206,gid_c288d6ae,2026-09-23,1,2,1.1,2026-08-18T10:00:00+05:30
gav_2b211c71,gid_c288d6ae,2026-09-24,1,2,1,2026-08-18T10:00:00+05:30
gav_6072052c,gid_c288d6ae,2026-09-25,1,1,1.1,2026-08-18T10:00:00+05:30
gav_1664379f,gid_c288d6ae,2026-09-26,1,1,1.35,2026-08-18T10:00:00+05:30
gav_b3cd6d33,gid_c288d6ae,2026-09-27,1,1,1.35,2026-08-18T10:00:00+05:30
gav_6c59685e,gid_c288d6ae,2026-09-28,1,2,1,2026-08-18T10:00:00+05:30
gav_a8256e61,gid_c288d6ae,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_a41fd613,gid_c288d6ae,2026-09-30,1,1,1.1,2026-08-18T10:00:00+05:30
gav_5130daa5,gid_3d3d1fb0,2026-09-01,1,2,1,2026-08-18T10:00:00+05:30
gav_b5a30679,gid_3d3d1fb0,2026-09-02,1,2,1.1,2026-08-18T10:00:00+05:30
gav_9acda20d,gid_3d3d1fb0,2026-09-03,0,0,1.1,2026-08-18T10:00:00+05:30
gav_0a0bb98a,gid_3d3d1fb0,2026-09-04,0,0,1.1,2026-08-18T10:00:00+05:30
gav_c254f691,gid_3d3d1fb0,2026-09-05,1,2,1.25,2026-08-18T10:00:00+05:30
gav_374ee4de,gid_3d3d1fb0,2026-09-06,1,1,1.35,2026-08-18T10:00:00+05:30
gav_ca97314e,gid_3d3d1fb0,2026-09-07,0,0,1,2026-08-18T10:00:00+05:30
gav_279bc582,gid_3d3d1fb0,2026-09-08,0,0,1.1,2026-08-18T10:00:00+05:30
gav_90602db1,gid_3d3d1fb0,2026-09-09,1,2,1.1,2026-08-18T10:00:00+05:30
gav_56415277,gid_3d3d1fb0,2026-09-10,0,0,1,2026-08-18T10:00:00+05:30
gav_670476bc,gid_3d3d1fb0,2026-09-11,1,2,1,2026-08-18T10:00:00+05:30
gav_af0aaaca,gid_3d3d1fb0,2026-09-12,0,0,1.35,2026-08-18T10:00:00+05:30
gav_a79b93ab,gid_3d3d1fb0,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_b6fc49a2,gid_3d3d1fb0,2026-09-14,1,2,1,2026-08-18T10:00:00+05:30
gav_11ba969c,gid_3d3d1fb0,2026-09-15,1,1,1,2026-08-18T10:00:00+05:30
gav_25b47500,gid_3d3d1fb0,2026-09-16,1,1,1,2026-08-18T10:00:00+05:30
gav_a603f96f,gid_3d3d1fb0,2026-09-17,0,0,1,2026-08-18T10:00:00+05:30
gav_6f4b4d4f,gid_3d3d1fb0,2026-09-18,1,2,1,2026-08-18T10:00:00+05:30
gav_e3305e3a,gid_3d3d1fb0,2026-09-19,0,0,1.35,2026-08-18T10:00:00+05:30
gav_ce78f1eb,gid_3d3d1fb0,2026-09-20,1,1,1.25,2026-08-18T10:00:00+05:30
gav_07c08488,gid_3d3d1fb0,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_af212a0c,gid_3d3d1fb0,2026-09-22,1,1,1,2026-08-18T10:00:00+05:30
gav_d0aa2ae0,gid_3d3d1fb0,2026-09-23,1,2,1.1,2026-08-18T10:00:00+05:30
gav_82d8a454,gid_3d3d1fb0,2026-09-24,0,0,1.1,2026-08-18T10:00:00+05:30
gav_ba00be5e,gid_3d3d1fb0,2026-09-25,1,1,1,2026-08-18T10:00:00+05:30
gav_53e3437f,gid_3d3d1fb0,2026-09-26,1,1,1.25,2026-08-18T10:00:00+05:30
gav_b635768e,gid_3d3d1fb0,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_8597e43e,gid_3d3d1fb0,2026-09-28,1,1,1.1,2026-08-18T10:00:00+05:30
gav_29806c4a,gid_3d3d1fb0,2026-09-29,1,1,1,2026-08-18T10:00:00+05:30
gav_96c4f260,gid_3d3d1fb0,2026-09-30,0,0,1.1,2026-08-18T10:00:00+05:30
gav_d564d3b6,gid_56a8f9e5,2026-09-01,1,2,1.1,2026-08-18T10:00:00+05:30
gav_982eb85a,gid_56a8f9e5,2026-09-02,1,1,1.1,2026-08-18T10:00:00+05:30
gav_7adc7736,gid_56a8f9e5,2026-09-03,1,1,1,2026-08-18T10:00:00+05:30
gav_fce20c94,gid_56a8f9e5,2026-09-04,0,0,1,2026-08-18T10:00:00+05:30
gav_69362760,gid_56a8f9e5,2026-09-05,1,1,1.35,2026-08-18T10:00:00+05:30
gav_e3066b0f,gid_56a8f9e5,2026-09-06,1,2,1.25,2026-08-18T10:00:00+05:30
gav_45d21588,gid_56a8f9e5,2026-09-07,1,2,1,2026-08-18T10:00:00+05:30
gav_6551129d,gid_56a8f9e5,2026-09-08,1,2,1,2026-08-18T10:00:00+05:30
gav_7f06394d,gid_56a8f9e5,2026-09-09,0,0,1,2026-08-18T10:00:00+05:30
gav_fb6f75a8,gid_56a8f9e5,2026-09-10,0,0,1,2026-08-18T10:00:00+05:30
gav_c46dff31,gid_56a8f9e5,2026-09-11,0,0,1.1,2026-08-18T10:00:00+05:30
gav_a245d30f,gid_56a8f9e5,2026-09-12,1,1,1.25,2026-08-18T10:00:00+05:30
gav_0bf92299,gid_56a8f9e5,2026-09-13,1,2,1.25,2026-08-18T10:00:00+05:30
gav_2fe61692,gid_56a8f9e5,2026-09-14,1,1,1,2026-08-18T10:00:00+05:30
gav_39f29f43,gid_56a8f9e5,2026-09-15,1,1,1,2026-08-18T10:00:00+05:30
gav_9451c7c2,gid_56a8f9e5,2026-09-16,1,1,1.1,2026-08-18T10:00:00+05:30
gav_bf9f4d4f,gid_56a8f9e5,2026-09-17,1,1,1,2026-08-18T10:00:00+05:30
gav_2798c1f1,gid_56a8f9e5,2026-09-18,0,0,1.1,2026-08-18T10:00:00+05:30
gav_e06bd7f4,gid_56a8f9e5,2026-09-19,1,1,1.35,2026-08-18T10:00:00+05:30
gav_7a92ed4e,gid_56a8f9e5,2026-09-20,1,2,1.35,2026-08-18T10:00:00+05:30
gav_4843ee77,gid_56a8f9e5,2026-09-21,1,1,1,2026-08-18T10:00:00+05:30
gav_5b955df6,gid_56a8f9e5,2026-09-22,1,1,1,2026-08-18T10:00:00+05:30
gav_f9e175a7,gid_56a8f9e5,2026-09-23,1,1,1,2026-08-18T10:00:00+05:30
gav_0be301a6,gid_56a8f9e5,2026-09-24,0,0,1,2026-08-18T10:00:00+05:30
gav_c58abaad,gid_56a8f9e5,2026-09-25,0,0,1,2026-08-18T10:00:00+05:30
gav_7e4af717,gid_56a8f9e5,2026-09-26,0,0,1.25,2026-08-18T10:00:00+05:30
gav_5ca71940,gid_56a8f9e5,2026-09-27,1,2,1.25,2026-08-18T10:00:00+05:30
gav_1702377e,gid_56a8f9e5,2026-09-28,1,1,1,2026-08-18T10:00:00+05:30
gav_4df55489,gid_56a8f9e5,2026-09-29,1,2,1,2026-08-18T10:00:00+05:30
