component_id,package_id,component_type,entity_type,entity_id,day_index,slot,title,quantity,price_delta,currency,is_optional,is_swappable,swap_group,updated_at
pcm_b4b6345a,pkg_0b154071,transfer,,,2,overnight,Airport transfer,1,4329.51,LKR,0,1,,2026-08-18T10:00:00+05:30
pcm_6e17a2ae,pkg_0b154071,guide,,,3,evening,Local guide (half day),1,12668.80,LKR,1,1,guide_4071,2026-08-18T10:00:00+05:30
pcm_40651b66,pkg_0b154071,meal,,,3,overnight,Dinner at a local kitchen,1,1419.86,LKR,1,0,,2026-08-18T10:00:00+05:30
pcm_059f0647,pkg_0b154071,entry_ticket,,,4,evening,Monument entry tickets,1,907.98,LKR,1,0,,2026-08-18T10:00:00+05:30
pcm_ea14ea3a,pkg_d0cd04dc,hotel,hotel,htl_856e726b,1,evening,Hotel Verandah Heritage,1,3632.62,INR,0,1,hotel_04dc,2026-08-18T10:00:00+05:30
pcm_6d983e8f,pkg_d0cd04dc,poi,poi,poi_fe237777,1,afternoon,Blue Pottery Workshop,1,642.61,INR,0,1,poi_04dc,2026-08-18T10:00:00+05:30
pcm_05e04517,pkg_d0cd04dc,poi,poi,poi_99d11758,2,overnight,Hot Springs,1,266.02,INR,0,1,poi_04dc,2026-08-18T10:00:00+05:30
pcm_b07f1160,pkg_d0cd04dc,transfer,,,2,afternoon,Airport transfer,1,619.99,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_aefd932f,pkg_d0cd04dc,guide,,,3,morning,Local guide (half day),1,2110.41,INR,1,1,guide_04dc,2026-08-18T10:00:00+05:30
pcm_c0b28d2e,pkg_d0cd04dc,meal,,,3,morning,Dinner at a local kitchen,1,923.35,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_63cc2e61,pkg_d0cd04dc,entry_ticket,,,4,afternoon,Monument entry tickets,1,252.01,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_aa301fee,pkg_12f36da4,hotel,hotel,htl_13ad06f2,1,morning,Lake Ghat House Boutique Stay,1,4325.81,INR,0,1,hotel_6da4,2026-08-18T10:00:00+05:30
pcm_aabdb362,pkg_12f36da4,poi,poi,poi_8c65234d,1,morning,Riverside Lounge,1,458.10,INR,0,1,poi_6da4,2026-08-18T10:00:00+05:30
pcm_2ed50a9d,pkg_12f36da4,poi,poi,poi_78cfd33b,2,overnight,Spice Market Walk,1,346.14,INR,0,1,poi_6da4,2026-08-18T10:00:00+05:30
pcm_6252e037,pkg_12f36da4,transfer,,,2,evening,Airport transfer,1,1059.56,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_b09dcaee,pkg_12f36da4,guide,,,3,morning,Local guide (half day),1,3884.95,INR,1,1,guide_6da4,2026-08-18T10:00:00+05:30
pcm_cea67de4,pkg_12f36da4,meal,,,3,morning,Dinner at a local kitchen,1,838.47,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_bf9b62f9,pkg_12f36da4,entry_ticket,,,4,morning,Monument entry tickets,1,491.83,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_c99c80f7,pkg_b20c85a6,hotel,hotel,htl_95e7afb1,1,overnight,Royal Sanctuary Suites  ,1,2492.17,INR,0,1,hotel_85a6,2026-08-18T10:00:00+05:30
pcm_2b704b75,pkg_b20c85a6,poi,poi,poi_29010ad1,1,morning,Great Mosque of Lucknow,1,644.71,INR,0,1,poi_85a6,2026-08-18T10:00:00+05:30
pcm_6f9cd935,pkg_b20c85a6,poi,poi,poi_19ef3aca,2,morning,Great Mosque of Lucknow,1,456.47,INR,0,1,poi_85a6,2026-08-18T10:00:00+05:30
pcm_c6734395,pkg_b20c85a6,transfer,,,2,overnight,Airport transfer,1,601.04,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_b0f20518,pkg_b20c85a6,guide,,,3,morning,Local guide (half day),1,2187.32,INR,1,1,guide_85a6,2026-08-18T10:00:00+05:30
pcm_2f525e7a,pkg_b20c85a6,meal,,,3,afternoon,Dinner at a local kitchen,1,869.92,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_01a372fe,pkg_b20c85a6,entry_ticket,,,4,morning,Monument entry tickets,1,254.96,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_1797f92f,pkg_ba6186d5,hotel,hotel,htl_2ca76c96,1,overnight,Riverside Kothi & Spa,1,2282.89,INR,0,1,hotel_86d5,2026-08-18T10:00:00+05:30
pcm_96b66148,pkg_ba6186d5,poi,poi,poi_6431c980,1,morning,Cooking Class at Old Town,1,568.13,INR,0,1,poi_86d5,2026-08-18T10:00:00+05:30
pcm_acba3474,pkg_ba6186d5,poi,poi,poi_fec61450,2,overnight,Jain Temple Complex,1,420.21,INR,0,1,poi_86d5,2026-08-18T10:00:00+05:30
pcm_b2854e97,pkg_ba6186d5,transfer,,,2,afternoon,Airport transfer,1,981.42,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_b6b6d6f3,pkg_ba6186d5,guide,,,3,morning,Local guide (half day),1,2677.64,INR,1,1,guide_86d5,2026-08-18T10:00:00+05:30
pcm_77e3d084,pkg_ba6186d5,meal,,,3,evening,Dinner at a local kitchen,1,599.56,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_80d2a708,pkg_ba6186d5,entry_ticket,,,3,afternoon,Monument entry tickets,1,343.68,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_43098b78,pkg_184f177f,hotel,hotel,htl_17ac7c07,1,afternoon,Indigo Residency Boutique Stay,1,107.88,AED,0,1,hotel_177f,2026-08-18T10:00:00+05:30
pcm_53683eaf,pkg_184f177f,poi,poi,poi_8f09155f,1,evening,Dubai Street Food Lane,1,13.34,AED,0,1,poi_177f,2026-08-18T10:00:00+05:30
pcm_279f729f,pkg_184f177f,poi,poi,poi_34b126e7,2,morning,Cliff Walk,1,11.38,AED,0,1,poi_177f,2026-08-18T10:00:00+05:30
pcm_b8864837,pkg_184f177f,transfer,,,2,afternoon,Airport transfer,1,69.72,AED,0,1,,2026-08-18T10:00:00+05:30
pcm_b6c6dd31,pkg_184f177f,guide,,,3,evening,Local guide (half day),1,173.13,AED,1,1,guide_177f,2026-08-18T10:00:00+05:30
pcm_f42af6a2,pkg_184f177f,meal,,,3,overnight,Dinner at a local kitchen,1,49.08,AED,1,0,,2026-08-18T10:00:00+05:30
pcm_bd4ec713,pkg_184f177f,entry_ticket,,,3,morning,Monument entry tickets,1,15.40,AED,1,0,,2026-08-18T10:00:00+05:30
pcm_16b5202c,pkg_e075dd68,hotel,hotel,htl_c134b947,1,morning,Casa Meadows Heritage,1,4169.72,INR,0,1,hotel_dd68,2026-08-18T10:00:00+05:30
pcm_4859955f,pkg_e075dd68,poi,poi,poi_9f4c8d7a,1,overnight,Textile Museum,1,701.06,INR,0,1,poi_dd68,2026-08-18T10:00:00+05:30
pcm_727bcfc9,pkg_e075dd68,poi,poi,poi_01e251e5,2,overnight,Hot Springs,1,713.41,INR,0,1,poi_dd68,2026-08-18T10:00:00+05:30
pcm_c547d701,pkg_e075dd68,transfer,,,2,morning,Airport transfer,1,673.64,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_9e100c9a,pkg_e075dd68,guide,,,3,overnight,Local guide (half day),1,2470.20,INR,1,1,guide_dd68,2026-08-18T10:00:00+05:30
pcm_9d7005d6,pkg_e075dd68,meal,,,3,overnight,Dinner at a local kitchen,1,1014.94,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_9b724241,pkg_e075dd68,entry_ticket,,,4,overnight,Monument entry tickets,1,212.43,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_84039e0d,pkg_e2cdfb87,hotel,hotel,htl_101afcbe,1,overnight,The Sarovar Inn,1,4016.27,INR,0,1,hotel_fb87,2026-08-18T10:00:00+05:30
pcm_8dbae445,pkg_e2cdfb87,poi,poi,poi_2ddbef11,1,morning,Tea Estate Trail,1,330.24,INR,0,1,poi_fb87,2026-08-18T10:00:00+05:30
pcm_4114b89d,pkg_e2cdfb87,poi,poi,poi_4490728b,2,afternoon,Night Food Bazaar,1,689.09,INR,0,1,poi_fb87,2026-08-18T10:00:00+05:30
pcm_8909646b,pkg_e2cdfb87,transfer,,,2,evening,Airport transfer,1,704.33,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_98358607,pkg_e2cdfb87,guide,,,3,evening,Local guide (half day),1,2092.99,INR,1,1,guide_fb87,2026-08-18T10:00:00+05:30
pcm_4c1d2d75,pkg_e2cdfb87,meal,,,3,morning,Dinner at a local kitchen,1,984.93,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_a8065625,pkg_e2cdfb87,entry_ticket,,,4,afternoon,Monument entry tickets,1,480.95,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_f06c77ce,pkg_43dd9ea7,hotel,hotel,htl_66ddcad3,1,morning,Royal Retreat Homestay,1,3641.60,INR,0,1,hotel_9ea7,2026-08-18T10:00:00+05:30
pcm_79e60ffd,pkg_43dd9ea7,poi,poi,poi_9a9d7e0e,1,afternoon,City Walls Walk,1,435.10,INR,0,1,poi_9ea7,2026-08-18T10:00:00+05:30
pcm_55f5896f,pkg_43dd9ea7,poi,poi,poi_a73142fa,2,morning,Ridge Lookout,1,673.57,INR,0,1,poi_9ea7,2026-08-18T10:00:00+05:30
pcm_cf2d26db,pkg_43dd9ea7,transfer,,,2,evening,Airport transfer,1,1361.89,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_f7e19742,pkg_43dd9ea7,guide,,,3,afternoon,Local guide (half day),1,2053.84,INR,1,1,guide_9ea7,2026-08-18T10:00:00+05:30
pcm_698e4838,pkg_43dd9ea7,meal,,,3,morning,Dinner at a local kitchen,1,768.27,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_f3dd176a,pkg_43dd9ea7,entry_ticket,,,4,afternoon,Monument entry tickets,1,215.07,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_49fb47ae,pkg_4ad80067,hotel,hotel,htl_64d03366,1,evening,Grand Verandah & Spa,1,1009.04,THB,0,1,hotel_0067,2026-08-18T10:00:00+05:30
pcm_290f1892,pkg_4ad80067,poi,poi,poi_c3cf2431,1,afternoon,Royal Cenotaphs,1,321.19,THB,0,1,poi_0067,2026-08-18T10:00:00+05:30
pcm_5d540e2d,pkg_4ad80067,poi,poi,poi_c5ec38ec,2,morning,"Gallery of Modern Art, Bangkok",1,177.82,THB,0,1,poi_0067,2026-08-18T10:00:00+05:30
pcm_614c614f,pkg_4ad80067,transfer,,,2,afternoon,Airport transfer,1,219.10,THB,0,1,,2026-08-18T10:00:00+05:30
pcm_dada179d,pkg_4ad80067,guide,,,3,overnight,Local guide (half day),1,1421.88,THB,1,1,guide_0067,2026-08-18T10:00:00+05:30
pcm_b9ddc34e,pkg_4ad80067,meal,,,3,morning,Dinner at a local kitchen,1,403.38,THB,1,0,,2026-08-18T10:00:00+05:30
pcm_a2958e49,pkg_4ad80067,entry_ticket,,,3,morning,Monument entry tickets,1,174.46,THB,1,0,,2026-08-18T10:00:00+05:30
pcm_fa1110ea,pkg_9a5a8536,hotel,hotel,htl_b7ca8001,1,overnight,Royal Orchard Resort,1,7036.08,JPY,0,1,hotel_8536,2026-08-18T10:00:00+05:30
pcm_c9e6a58f,pkg_9a5a8536,poi,poi,poi_b6e36b7d,1,afternoon,Watchtower Terrace,1,557.18,JPY,0,1,poi_8536,2026-08-18T10:00:00+05:30
pcm_4e19a2e6,pkg_9a5a8536,poi,poi,poi_7dbcbc93,2,overnight,Cliff Walk,1,856.14,JPY,0,1,poi_8536,2026-08-18T10:00:00+05:30
pcm_955b9f59,pkg_9a5a8536,transfer,,,2,morning,Airport transfer,1,2214.59,JPY,0,1,,2026-08-18T10:00:00+05:30
pcm_1753db1c,pkg_9a5a8536,guide,,,3,afternoon,Local guide (half day),1,6235.33,JPY,1,1,guide_8536,2026-08-18T10:00:00+05:30
pcm_2cddb3fe,pkg_9a5a8536,meal,,,3,overnight,Dinner at a local kitchen,1,1561.20,JPY,1,0,,2026-08-18T10:00:00+05:30
pcm_0dfcc47a,pkg_9a5a8536,entry_ticket,,,4,morning,Monument entry tickets,1,726.52,JPY,1,0,,2026-08-18T10:00:00+05:30
pcm_fbc9bf2f,pkg_d0f87f3c,hotel,hotel,htl_623c41c5,1,afternoon,Heritage Kothi Resort,1,4303.17,INR,0,1,hotel_7f3c,2026-08-18T10:00:00+05:30
pcm_d11b780b,pkg_d0f87f3c,poi,poi,poi_b6329778,1,evening,Hilltop Shrine,1,416.31,INR,0,1,poi_7f3c,2026-08-18T10:00:00+05:30
pcm_bdb9a818,pkg_d0f87f3c,poi,poi,poi_27e69b68,2,evening,Zipline Point,1,398.85,INR,0,1,poi_7f3c,2026-08-18T10:00:00+05:30
pcm_20b746ca,pkg_d0f87f3c,transfer,,,2,evening,Airport transfer,1,1023.70,INR,0,1,,2026-08-18T10:00:00+05:30
pcm_b9b4b3f5,pkg_d0f87f3c,guide,,,3,evening,Local guide (half day),1,2816.82,INR,1,1,guide_7f3c,2026-08-18T10:00:00+05:30
pcm_2563fe25,pkg_d0f87f3c,meal,,,3,morning,Dinner at a local kitchen,1,1227.71,INR,1,0,,2026-08-18T10:00:00+05:30
pcm_a60ee003,pkg_d0f87f3c,entry_ticket,,,3,overnight,Monument entry tickets,1,513.86,INR,1,0,,2026-08-18T10:00:00+05:30
