history_id,entity_type,entity_id,effective_date,price,currency,baseline_price,demand_index,occupancy_pct,lead_time_factor,seasonality_factor,event_factor,competitor_factor,bound_clamped,explanation,computed_at
phs_d1d96d39,flight_fare,far_177ad15c,2026-07-25,45.15,SGD,44.10,0.902,55.8,1.141,0.794,1,0.995,0,demand 0.90 x lead 1.14 x season 0.79 x event 1.00 x competitor 0.99,2026-07-25T03:00:00+05:30
phs_e0dfdc0c,flight_fare,far_177ad15c,2026-07-26,33.08,SGD,44.10,0.662,37.79,1.023,0.797,1,1.016,1,demand 0.66 x lead 1.02 x season 0.80 x event 1.00 x competitor 1.02 (clamped to bound),2026-07-26T03:00:00+05:30
phs_f57982ce,flight_fare,far_177ad15c,2026-07-27,49.59,SGD,44.10,0.868,56.26,1.125,0.801,1.22,0.944,0,demand 0.87 x lead 1.12 x season 0.80 x event 1.22 x competitor 0.94,2026-07-27T03:00:00+05:30
phs_ea08652d,flight_fare,far_177ad15c,2026-07-28,50.18,SGD,44.10,1.155,68.77,1.009,0.805,1,0.976,0,demand 1.16 x lead 1.01 x season 0.81 x event 1.00 x competitor 0.98,2026-07-28T03:00:00+05:30
phs_909a3300,flight_fare,far_177ad15c,2026-07-29,45.55,SGD,44.10,0.895,67.21,1.094,0.809,1,1.055,0,demand 0.89 x lead 1.09 x season 0.81 x event 1.00 x competitor 1.05,2026-07-29T03:00:00+05:30
phs_bdd3061f,flight_fare,far_177ad15c,2026-07-30,45.86,SGD,44.10,0.916,56.25,1.101,0.813,1,1.031,0,demand 0.92 x lead 1.10 x season 0.81 x event 1.00 x competitor 1.03,2026-07-30T03:00:00+05:30
phs_cbc1a191,flight_fare,far_177ad15c,2026-07-31,38.61,SGD,44.10,0.619,43.59,1.158,0.817,1.22,1.001,0,demand 0.62 x lead 1.16 x season 0.82 x event 1.22 x competitor 1.00,2026-07-31T03:00:00+05:30
phs_8996a40a,flight_fare,far_177ad15c,2026-08-01,34.35,SGD,44.10,0.677,42.32,1.083,0.821,1,1.062,0,demand 0.68 x lead 1.08 x season 0.82 x event 1.00 x competitor 1.06,2026-08-01T03:00:00+05:30
phs_8bf16eb4,flight_fare,far_177ad15c,2026-08-02,33.08,SGD,44.10,0.569,28.44,1.027,0.826,1,1.016,1,demand 0.57 x lead 1.03 x season 0.83 x event 1.00 x competitor 1.02 (clamped to bound),2026-08-02T03:00:00+05:30
phs_43380289,flight_fare,far_177ad15c,2026-08-03,34.91,SGD,44.10,0.714,45.77,1.106,0.83,1,1.003,0,demand 0.71 x lead 1.11 x season 0.83 x event 1.00 x competitor 1.00,2026-08-03T03:00:00+05:30
phs_7b46a5c7,flight_fare,far_177ad15c,2026-08-04,41.88,SGD,44.10,0.843,52.84,1.139,0.834,1,0.989,0,demand 0.84 x lead 1.14 x season 0.83 x event 1.00 x competitor 0.99,2026-08-04T03:00:00+05:30
phs_977f4703,flight_fare,far_177ad15c,2026-08-05,38.20,SGD,44.10,0.8,48.01,1.025,0.838,1,1.057,0,demand 0.80 x lead 1.02 x season 0.84 x event 1.00 x competitor 1.06,2026-08-05T03:00:00+05:30
phs_cd51e967,flight_fare,far_177ad15c,2026-08-06,34.50,SGD,44.10,0.738,47.26,1.049,0.843,1,1.01,0,demand 0.74 x lead 1.05 x season 0.84 x event 1.00 x competitor 1.01,2026-08-06T03:00:00+05:30
phs_808c7dc1,flight_fare,far_177ad15c,2026-08-07,38.08,SGD,44.10,0.879,56.18,1.036,0.847,1,0.948,0,demand 0.88 x lead 1.04 x season 0.85 x event 1.00 x competitor 0.95,2026-08-07T03:00:00+05:30
phs_396a6de9,flight_fare,far_177ad15c,2026-08-08,43.33,SGD,44.10,0.896,64.13,1.095,0.852,1,1.001,0,demand 0.90 x lead 1.09 x season 0.85 x event 1.00 x competitor 1.00,2026-08-08T03:00:00+05:30
phs_2737faec,flight_fare,far_177ad15c,2026-08-09,46.50,SGD,44.10,1.064,56.72,0.962,0.856,1,1.03,0,demand 1.06 x lead 0.96 x season 0.86 x event 1.00 x competitor 1.03,2026-08-09T03:00:00+05:30
phs_1e55918e,flight_fare,far_177ad15c,2026-08-10,48.34,SGD,44.10,0.792,59.04,1.061,0.861,1.22,1.069,0,demand 0.79 x lead 1.06 x season 0.86 x event 1.22 x competitor 1.07,2026-08-10T03:00:00+05:30
phs_4fe68c6c,flight_fare,far_177ad15c,2026-08-11,33.08,SGD,44.10,0.582,44.01,1.001,0.865,1.22,1.037,1,demand 0.58 x lead 1.00 x season 0.87 x event 1.22 x competitor 1.04 (clamped to bound),2026-08-11T03:00:00+05:30
phs_85f6fb84,flight_fare,far_177ad15c,2026-08-12,33.08,SGD,44.10,0.684,46.15,1.009,0.87,1,0.993,1,demand 0.68 x lead 1.01 x season 0.87 x event 1.00 x competitor 0.99 (clamped to bound),2026-08-12T03:00:00+05:30
phs_f3305a9c,flight_fare,far_177ad15c,2026-08-13,39.40,SGD,44.10,0.868,44.46,1.081,0.875,1,0.952,0,demand 0.87 x lead 1.08 x season 0.87 x event 1.00 x competitor 0.95,2026-08-13T03:00:00+05:30
phs_e5287e6b,flight_fare,far_177ad15c,2026-08-14,36.00,SGD,44.10,0.73,52.31,1.106,0.879,1,1.011,0,demand 0.73 x lead 1.11 x season 0.88 x event 1.00 x competitor 1.01,2026-08-14T03:00:00+05:30
phs_ddacf5e5,flight_fare,far_177ad15c,2026-08-15,44.40,SGD,44.10,0.935,69.44,1.034,0.884,1,1.041,0,demand 0.94 x lead 1.03 x season 0.88 x event 1.00 x competitor 1.04,2026-08-15T03:00:00+05:30
phs_b7e3269f,flight_fare,far_177ad15c,2026-08-16,39.52,SGD,44.10,0.879,60.8,0.951,0.889,1,1.072,0,demand 0.88 x lead 0.95 x season 0.89 x event 1.00 x competitor 1.07,2026-08-16T03:00:00+05:30
phs_ca2ad95c,flight_fare,far_177ad15c,2026-08-17,42.44,SGD,44.10,0.765,36.77,1.024,0.894,1.22,1.007,0,demand 0.77 x lead 1.02 x season 0.89 x event 1.22 x competitor 1.01,2026-08-17T03:00:00+05:30
phs_698f37f0,room_type,rmt_79b4537e,2026-07-14,5215.41,AED,5222.20,0.92,62.85,1.071,0.756,1,1.014,0,demand 0.92 x lead 1.07 x season 0.76 x event 1.00 x competitor 1.01,2026-07-14T03:00:00+05:30
phs_4eb87728,room_type,rmt_79b4537e,2026-07-15,5279.12,AED,5222.20,0.887,64.89,1.068,0.759,1,1.067,0,demand 0.89 x lead 1.07 x season 0.76 x event 1.00 x competitor 1.07,2026-07-15T03:00:00+05:30
phs_5686d272,room_type,rmt_79b4537e,2026-07-16,4246.69,AED,5222.20,0.702,41.26,0.952,0.762,1.22,0.997,0,demand 0.70 x lead 0.95 x season 0.76 x event 1.22 x competitor 1.00,2026-07-16T03:00:00+05:30
phs_fb7d4aca,room_type,rmt_79b4537e,2026-07-17,4452.45,AED,5222.20,0.77,56.93,1.084,0.766,1,1.022,0,demand 0.77 x lead 1.08 x season 0.77 x event 1.00 x competitor 1.02,2026-07-17T03:00:00+05:30
phs_b21e7934,room_type,rmt_79b4537e,2026-07-18,3916.65,AED,5222.20,0.672,34.03,0.953,0.769,1,1.078,1,demand 0.67 x lead 0.95 x season 0.77 x event 1.00 x competitor 1.08 (clamped to bound),2026-07-18T03:00:00+05:30
phs_c8148fa6,room_type,rmt_79b4537e,2026-07-19,6516.78,AED,5222.20,1.059,69.92,1.005,0.772,1.22,0.961,0,demand 1.06 x lead 1.00 x season 0.77 x event 1.22 x competitor 0.96,2026-07-19T03:00:00+05:30
phs_a3d9cb60,room_type,rmt_79b4537e,2026-07-20,3954.77,AED,5222.20,0.79,59.26,1.008,0.776,1,0.951,0,demand 0.79 x lead 1.01 x season 0.78 x event 1.00 x competitor 0.95,2026-07-20T03:00:00+05:30
phs_0de7d184,room_type,rmt_79b4537e,2026-07-21,4634.70,AED,5222.20,0.791,46.97,1.127,0.779,1,0.995,0,demand 0.79 x lead 1.13 x season 0.78 x event 1.00 x competitor 0.99,2026-07-21T03:00:00+05:30
phs_c7f07d79,room_type,rmt_79b4537e,2026-07-22,5377.82,AED,5222.20,0.902,59.37,1.122,0.783,1,1.017,0,demand 0.90 x lead 1.12 x season 0.78 x event 1.00 x competitor 1.02,2026-07-22T03:00:00+05:30
phs_06551469,room_type,rmt_79b4537e,2026-07-23,5409.15,AED,5222.20,0.966,66.39,1.013,0.786,1,1.059,0,demand 0.97 x lead 1.01 x season 0.79 x event 1.00 x competitor 1.06,2026-07-23T03:00:00+05:30
phs_77aa638d,room_type,rmt_79b4537e,2026-07-24,3916.65,AED,5222.20,0.586,29.41,0.964,0.79,1,1.055,1,demand 0.59 x lead 0.96 x season 0.79 x event 1.00 x competitor 1.05 (clamped to bound),2026-07-24T03:00:00+05:30
phs_5b73cf1f,room_type,rmt_79b4537e,2026-07-25,5026.89,AED,5222.20,0.826,47.19,1.17,0.794,1,0.996,0,demand 0.83 x lead 1.17 x season 0.79 x event 1.00 x competitor 1.00,2026-07-25T03:00:00+05:30
phs_ea64f52f,room_type,rmt_79b4537e,2026-07-26,3956.86,AED,5222.20,0.705,39.09,1.034,0.797,1,1.039,0,demand 0.71 x lead 1.03 x season 0.80 x event 1.00 x competitor 1.04,2026-07-26T03:00:00+05:30
phs_b514bc40,room_type,rmt_79b4537e,2026-07-27,4139.12,AED,5222.20,0.723,49.96,1.023,0.801,1,1.071,0,demand 0.72 x lead 1.02 x season 0.80 x event 1.00 x competitor 1.07,2026-07-27T03:00:00+05:30
phs_29545fa9,room_type,rmt_79b4537e,2026-07-28,3916.65,AED,5222.20,0.582,35.11,1.046,0.805,1,1.067,1,demand 0.58 x lead 1.05 x season 0.81 x event 1.00 x competitor 1.07 (clamped to bound),2026-07-28T03:00:00+05:30
phs_98444836,room_type,rmt_79b4537e,2026-07-29,3916.65,AED,5222.20,0.568,31.31,0.983,0.809,1,1.077,1,demand 0.57 x lead 0.98 x season 0.81 x event 1.00 x competitor 1.08 (clamped to bound),2026-07-29T03:00:00+05:30
phs_96aa828a,room_type,rmt_79b4537e,2026-07-30,4515.64,AED,5222.20,0.762,53.84,1.063,0.813,1,1.067,0,demand 0.76 x lead 1.06 x season 0.81 x event 1.00 x competitor 1.07,2026-07-30T03:00:00+05:30
phs_c9773e64,room_type,rmt_79b4537e,2026-07-31,3916.65,AED,5222.20,0.395,19.37,1.136,0.817,1,0.975,1,demand 0.40 x lead 1.14 x season 0.82 x event 1.00 x competitor 0.97 (clamped to bound),2026-07-31T03:00:00+05:30
phs_cdb491df,room_type,rmt_79b4537e,2026-08-01,5074.93,AED,5222.20,0.892,64.07,1.095,0.821,1,0.995,0,demand 0.89 x lead 1.09 x season 0.82 x event 1.00 x competitor 0.99,2026-08-01T03:00:00+05:30
phs_b3a0b9d7,room_type,rmt_79b4537e,2026-08-02,4040.42,AED,5222.20,0.65,44.97,1.177,0.826,1,1.012,0,demand 0.65 x lead 1.18 x season 0.83 x event 1.00 x competitor 1.01,2026-08-02T03:00:00+05:30
phs_f6def993,room_type,rmt_79b4537e,2026-08-03,4194.47,AED,5222.20,0.796,56.66,0.956,0.83,1,1.055,0,demand 0.80 x lead 0.96 x season 0.83 x event 1.00 x competitor 1.05,2026-08-03T03:00:00+05:30
phs_a943f02a,room_type,rmt_79b4537e,2026-08-04,4343.30,AED,5222.20,0.758,36.49,1.125,0.834,1,0.975,0,demand 0.76 x lead 1.12 x season 0.83 x event 1.00 x competitor 0.97,2026-08-04T03:00:00+05:30
phs_6f5a8c7f,room_type,rmt_79b4537e,2026-08-05,5790.90,AED,5222.20,0.924,49.65,1.144,0.838,1,1.049,0,demand 0.92 x lead 1.14 x season 0.84 x event 1.00 x competitor 1.05,2026-08-05T03:00:00+05:30
phs_c765ca0c,room_type,rmt_79b4537e,2026-08-06,4244.60,AED,5222.20,0.748,56.18,1.073,0.843,1,1.013,0,demand 0.75 x lead 1.07 x season 0.84 x event 1.00 x competitor 1.01,2026-08-06T03:00:00+05:30
phs_fdd47721,room_type,rmt_79b4537e,2026-08-07,6036.34,AED,5222.20,0.984,69.79,1.129,0.847,1,1.04,0,demand 0.98 x lead 1.13 x season 0.85 x event 1.00 x competitor 1.04,2026-08-07T03:00:00+05:30
phs_68e0a815,room_type,rmt_79b4537e,2026-08-08,4851.95,AED,5222.20,0.986,72.78,0.956,0.852,1,0.986,0,demand 0.99 x lead 0.96 x season 0.85 x event 1.00 x competitor 0.99,2026-08-08T03:00:00+05:30
phs_757b0360,room_type,rmt_79b4537e,2026-08-09,4894.77,AED,5222.20,0.868,62.92,1.116,0.856,1,0.967,0,demand 0.87 x lead 1.12 x season 0.86 x event 1.00 x competitor 0.97,2026-08-09T03:00:00+05:30
phs_ae02b2d5,room_type,rmt_79b4537e,2026-08-10,4847.77,AED,5222.20,0.796,57.63,1.162,0.861,1,1.004,0,demand 0.80 x lead 1.16 x season 0.86 x event 1.00 x competitor 1.00,2026-08-10T03:00:00+05:30
phs_a92bb045,room_type,rmt_79b4537e,2026-08-11,3916.65,AED,5222.20,0.765,36.55,1.011,0.865,1,0.963,1,demand 0.77 x lead 1.01 x season 0.87 x event 1.00 x competitor 0.96 (clamped to bound),2026-08-11T03:00:00+05:30
phs_4d9faee3,room_type,rmt_79b4537e,2026-08-12,4628.44,AED,5222.20,0.917,58.35,0.962,0.87,1,1.005,0,demand 0.92 x lead 0.96 x season 0.87 x event 1.00 x competitor 1.00,2026-08-12T03:00:00+05:30
phs_85294637,room_type,rmt_79b4537e,2026-08-13,7434.85,AED,5222.20,1.314,71.2,1.093,0.875,1,0.991,0,demand 1.31 x lead 1.09 x season 0.87 x event 1.00 x competitor 0.99,2026-08-13T03:00:00+05:30
phs_3292e013,room_type,rmt_79b4537e,2026-08-14,3916.65,AED,5222.20,0.733,50.53,1.001,0.879,1,0.971,1,demand 0.73 x lead 1.00 x season 0.88 x event 1.00 x competitor 0.97 (clamped to bound),2026-08-14T03:00:00+05:30
phs_a965d0b0,room_type,rmt_79b4537e,2026-08-15,5315.68,AED,5222.20,0.859,52.56,0.96,0.884,1.22,1.012,0,demand 0.86 x lead 0.96 x season 0.88 x event 1.22 x competitor 1.01,2026-08-15T03:00:00+05:30
phs_abe1ece9,room_type,rmt_79b4537e,2026-08-16,4950.12,AED,5222.20,0.936,51.16,0.957,0.889,1,1.058,0,demand 0.94 x lead 0.96 x season 0.89 x event 1.00 x competitor 1.06,2026-08-16T03:00:00+05:30
phs_4887a1de,room_type,rmt_79b4537e,2026-08-17,5750.16,AED,5222.20,1.075,69.74,0.987,0.894,1,1.038,0,demand 1.07 x lead 0.99 x season 0.89 x event 1.00 x competitor 1.04,2026-08-17T03:00:00+05:30
phs_c3b6cb7a,room_type,rmt_89a1197c,2026-07-14,10283.02,INR,13028.03,0.685,50.65,1.134,0.756,1,1.016,0,demand 0.69 x lead 1.13 x season 0.76 x event 1.00 x competitor 1.02,2026-07-14T03:00:00+05:30
phs_03a04301,room_type,rmt_89a1197c,2026-07-15,9771.02,INR,13028.03,0.542,24.29,1.082,0.759,1.22,1.001,1,demand 0.54 x lead 1.08 x season 0.76 x event 1.22 x competitor 1.00 (clamped to bound),2026-07-15T03:00:00+05:30
phs_64fe20f5,room_type,rmt_89a1197c,2026-07-16,17914.84,INR,13028.03,0.997,66.64,1.131,0.762,1.22,1,0,demand 1.00 x lead 1.13 x season 0.76 x event 1.22 x competitor 1.00,2026-07-16T03:00:00+05:30
phs_4ef286aa,room_type,rmt_89a1197c,2026-07-17,9771.02,INR,13028.03,0.631,46.57,1.05,0.766,1,0.98,1,demand 0.63 x lead 1.05 x season 0.77 x event 1.00 x competitor 0.98 (clamped to bound),2026-07-17T03:00:00+05:30
phs_7f906c45,room_type,rmt_89a1197c,2026-07-18,11404.74,INR,13028.03,0.933,52.26,0.982,0.769,1,0.955,0,demand 0.93 x lead 0.98 x season 0.77 x event 1.00 x competitor 0.95,2026-07-18T03:00:00+05:30
phs_15d68f2a,room_type,rmt_89a1197c,2026-07-19,9771.02,INR,13028.03,0.471,37.11,0.951,0.772,1,0.949,1,demand 0.47 x lead 0.95 x season 0.77 x event 1.00 x competitor 0.95 (clamped to bound),2026-07-19T03:00:00+05:30
phs_ecdfcc36,room_type,rmt_89a1197c,2026-07-20,9771.02,INR,13028.03,0.572,33.9,1.155,0.776,1,1.065,1,demand 0.57 x lead 1.16 x season 0.78 x event 1.00 x competitor 1.06 (clamped to bound),2026-07-20T03:00:00+05:30
phs_7b1ef850,room_type,rmt_89a1197c,2026-07-21,15074.73,INR,13028.03,0.897,55.3,1.003,0.779,1.22,1.054,0,demand 0.90 x lead 1.00 x season 0.78 x event 1.22 x competitor 1.05,2026-07-21T03:00:00+05:30
phs_74ea37da,room_type,rmt_89a1197c,2026-07-22,10654.32,INR,13028.03,0.788,38.04,1.038,0.783,1,1,0,demand 0.79 x lead 1.04 x season 0.78 x event 1.00 x competitor 1.00,2026-07-22T03:00:00+05:30
phs_227a635b,room_type,rmt_89a1197c,2026-07-23,14732.10,INR,13028.03,0.94,53.37,1.167,0.786,1,1.031,0,demand 0.94 x lead 1.17 x season 0.79 x event 1.00 x competitor 1.03,2026-07-23T03:00:00+05:30
phs_1deca8c1,room_type,rmt_89a1197c,2026-07-24,14910.58,INR,13028.03,0.911,52.58,1.007,0.79,1.22,1.023,0,demand 0.91 x lead 1.01 x season 0.79 x event 1.22 x competitor 1.02,2026-07-24T03:00:00+05:30
phs_d4b812db,room_type,rmt_89a1197c,2026-07-25,9771.02,INR,13028.03,0.47,33,1.107,0.794,1,0.947,1,demand 0.47 x lead 1.11 x season 0.79 x event 1.00 x competitor 0.95 (clamped to bound),2026-07-25T03:00:00+05:30
phs_f67710e7,room_type,rmt_89a1197c,2026-07-26,11790.37,INR,13028.03,0.826,49.06,1.045,0.797,1,1.048,0,demand 0.83 x lead 1.04 x season 0.80 x event 1.00 x competitor 1.05,2026-07-26T03:00:00+05:30
phs_8a2da17e,room_type,rmt_89a1197c,2026-07-27,11274.46,INR,13028.03,0.811,47.36,1.121,0.801,1,0.952,0,demand 0.81 x lead 1.12 x season 0.80 x event 1.00 x competitor 0.95,2026-07-27T03:00:00+05:30
phs_e7683012,room_type,rmt_89a1197c,2026-07-28,9771.02,INR,13028.03,0.6,26.24,1.02,0.805,1,0.958,1,demand 0.60 x lead 1.02 x season 0.81 x event 1.00 x competitor 0.96 (clamped to bound),2026-07-28T03:00:00+05:30
phs_a15c84ea,room_type,rmt_89a1197c,2026-07-29,11834.66,INR,13028.03,0.809,49.02,1.137,0.809,1,0.988,0,demand 0.81 x lead 1.14 x season 0.81 x event 1.00 x competitor 0.99,2026-07-29T03:00:00+05:30
phs_c62e9878,room_type,rmt_89a1197c,2026-07-30,11813.82,INR,13028.03,0.904,66.07,1.007,0.813,1,0.996,0,demand 0.90 x lead 1.01 x season 0.81 x event 1.00 x competitor 1.00,2026-07-30T03:00:00+05:30
phs_177b6c5b,room_type,rmt_89a1197c,2026-07-31,11441.22,INR,13028.03,0.84,54.57,1.064,0.817,1,0.982,0,demand 0.84 x lead 1.06 x season 0.82 x event 1.00 x competitor 0.98,2026-07-31T03:00:00+05:30
phs_c9bc4c3e,room_type,rmt_89a1197c,2026-08-01,12688.00,INR,13028.03,0.921,65.91,1.015,0.821,1,1.042,0,demand 0.92 x lead 1.01 x season 0.82 x event 1.00 x competitor 1.04,2026-08-01T03:00:00+05:30
phs_5b9c8466,room_type,rmt_89a1197c,2026-08-02,11712.20,INR,13028.03,0.878,57.2,1.043,0.826,1,0.982,0,demand 0.88 x lead 1.04 x season 0.83 x event 1.00 x competitor 0.98,2026-08-02T03:00:00+05:30
phs_6c5a1b04,room_type,rmt_89a1197c,2026-08-03,9771.02,INR,13028.03,0.657,48.91,1.171,0.83,1,0.963,1,demand 0.66 x lead 1.17 x season 0.83 x event 1.00 x competitor 0.96 (clamped to bound),2026-08-03T03:00:00+05:30
phs_482e6376,room_type,rmt_89a1197c,2026-08-04,12535.57,INR,13028.03,0.818,40.64,1.137,0.834,1,1.035,0,demand 0.82 x lead 1.14 x season 0.83 x event 1.00 x competitor 1.03,2026-08-04T03:00:00+05:30
phs_f84cdd7a,room_type,rmt_89a1197c,2026-08-05,16832.21,INR,13028.03,1.06,76.11,1.146,0.838,1,1.064,0,demand 1.06 x lead 1.15 x season 0.84 x event 1.00 x competitor 1.06,2026-08-05T03:00:00+05:30
phs_d7733a38,room_type,rmt_89a1197c,2026-08-06,11222.35,INR,13028.03,0.851,43.31,1.005,0.843,1,1.007,0,demand 0.85 x lead 1.00 x season 0.84 x event 1.00 x competitor 1.01,2026-08-06T03:00:00+05:30
phs_02b1d5f6,room_type,rmt_89a1197c,2026-08-07,16635.49,INR,13028.03,1.07,71.25,1.159,0.847,1,1.03,0,demand 1.07 x lead 1.16 x season 0.85 x event 1.00 x competitor 1.03,2026-08-07T03:00:00+05:30
phs_768c413a,room_type,rmt_89a1197c,2026-08-08,18329.14,INR,13028.03,1.001,71.53,1.111,0.852,1.22,1.037,0,demand 1.00 x lead 1.11 x season 0.85 x event 1.22 x competitor 1.04,2026-08-08T03:00:00+05:30
phs_9f84b2a1,room_type,rmt_89a1197c,2026-08-09,11416.46,INR,13028.03,0.909,62.62,0.952,0.856,1,1.013,0,demand 0.91 x lead 0.95 x season 0.86 x event 1.00 x competitor 1.01,2026-08-09T03:00:00+05:30
phs_2d5fb50d,room_type,rmt_89a1197c,2026-08-10,11208.01,INR,13028.03,0.787,39.25,1.137,0.861,1,0.962,0,demand 0.79 x lead 1.14 x season 0.86 x event 1.00 x competitor 0.96,2026-08-10T03:00:00+05:30
phs_bd4bbc00,room_type,rmt_89a1197c,2026-08-11,11725.23,INR,13028.03,0.89,56.31,1.017,0.865,1,0.994,0,demand 0.89 x lead 1.02 x season 0.87 x event 1.00 x competitor 0.99,2026-08-11T03:00:00+05:30
phs_4d7cd1f7,room_type,rmt_89a1197c,2026-08-12,11674.42,INR,13028.03,0.875,47.59,1.063,0.87,1,0.963,0,demand 0.88 x lead 1.06 x season 0.87 x event 1.00 x competitor 0.96,2026-08-12T03:00:00+05:30
phs_85e64282,room_type,rmt_89a1197c,2026-08-13,11462.06,INR,13028.03,0.809,42.46,1.105,0.875,1,0.984,0,demand 0.81 x lead 1.10 x season 0.87 x event 1.00 x competitor 0.98,2026-08-13T03:00:00+05:30
phs_860d5d30,room_type,rmt_89a1197c,2026-08-14,11924.56,INR,13028.03,0.991,58.94,0.959,0.879,1,0.963,0,demand 0.99 x lead 0.96 x season 0.88 x event 1.00 x competitor 0.96,2026-08-14T03:00:00+05:30
phs_4dd91c98,room_type,rmt_89a1197c,2026-08-15,11064.71,INR,13028.03,0.859,56.83,0.954,0.884,1,1.036,0,demand 0.86 x lead 0.95 x season 0.88 x event 1.00 x competitor 1.04,2026-08-15T03:00:00+05:30
phs_ad57651c,room_type,rmt_89a1197c,2026-08-16,19445.64,INR,13028.03,1.373,91.49,1.049,0.889,1,1.036,0,demand 1.37 x lead 1.05 x season 0.89 x event 1.00 x competitor 1.04,2026-08-16T03:00:00+05:30
phs_8f152981,room_type,rmt_89a1197c,2026-08-17,15073.43,INR,13028.03,1.226,80.98,1.002,0.894,1,0.942,0,demand 1.23 x lead 1.00 x season 0.89 x event 1.00 x competitor 0.94,2026-08-17T03:00:00+05:30
phs_f76b3299,room_type,rmt_67b30175,2026-07-14,2878.83,INR,2672.02,0.998,65.11,1.005,0.756,1,1.074,0,demand 1.00 x lead 1.00 x season 0.76 x event 1.00 x competitor 1.07,2026-07-14T03:00:00+05:30
phs_eef8aea8,room_type,rmt_67b30175,2026-07-15,2696.87,INR,2672.02,0.947,51.22,1.128,0.759,1,0.945,0,demand 0.95 x lead 1.13 x season 0.76 x event 1.00 x competitor 0.94,2026-07-15T03:00:00+05:30
phs_8b48903d,room_type,rmt_67b30175,2026-07-16,2618.58,INR,2672.02,0.892,55.78,1.15,0.762,1,0.955,0,demand 0.89 x lead 1.15 x season 0.76 x event 1.00 x competitor 0.95,2026-07-16T03:00:00+05:30
phs_5f51b4a9,room_type,rmt_67b30175,2026-07-17,2689.12,INR,2672.02,0.88,64.06,1.11,0.766,1,1.03,0,demand 0.88 x lead 1.11 x season 0.77 x event 1.00 x competitor 1.03,2026-07-17T03:00:00+05:30
phs_0cbb9b62,room_type,rmt_67b30175,2026-07-18,2004.02,INR,2672.02,0.658,28.78,1.098,0.769,1,1.031,1,demand 0.66 x lead 1.10 x season 0.77 x event 1.00 x competitor 1.03 (clamped to bound),2026-07-18T03:00:00+05:30
phs_13a47c10,room_type,rmt_67b30175,2026-07-19,2845.70,INR,2672.02,0.989,66.86,1.01,0.772,1,1.066,0,demand 0.99 x lead 1.01 x season 0.77 x event 1.00 x competitor 1.07,2026-07-19T03:00:00+05:30
phs_04991ae2,room_type,rmt_67b30175,2026-07-20,2392.26,INR,2672.02,0.925,49.65,1.007,0.776,1,0.961,0,demand 0.93 x lead 1.01 x season 0.78 x event 1.00 x competitor 0.96,2026-07-20T03:00:00+05:30
phs_025d3fe0,room_type,rmt_67b30175,2026-07-21,3174.63,INR,2672.02,0.945,61.26,1.177,0.779,1,1.068,0,demand 0.95 x lead 1.18 x season 0.78 x event 1.00 x competitor 1.07,2026-07-21T03:00:00+05:30
phs_e5d5601a,room_type,rmt_67b30175,2026-07-22,2165.41,INR,2672.02,0.733,47.64,1.031,0.783,1,1.073,0,demand 0.73 x lead 1.03 x season 0.78 x event 1.00 x competitor 1.07,2026-07-22T03:00:00+05:30
phs_2f3949c8,room_type,rmt_67b30175,2026-07-23,2004.02,INR,2672.02,0.654,37.14,0.987,0.786,1,0.963,1,demand 0.65 x lead 0.99 x season 0.79 x event 1.00 x competitor 0.96 (clamped to bound),2026-07-23T03:00:00+05:30
phs_9f21704e,room_type,rmt_67b30175,2026-07-24,3150.04,INR,2672.02,1.147,68.18,1.081,0.79,1,0.951,0,demand 1.15 x lead 1.08 x season 0.79 x event 1.00 x competitor 0.95,2026-07-24T03:00:00+05:30
phs_3f5d72f4,room_type,rmt_67b30175,2026-07-25,2121.58,INR,2672.02,0.809,42.26,0.963,0.794,1,1.019,0,demand 0.81 x lead 0.96 x season 0.79 x event 1.00 x competitor 1.02,2026-07-25T03:00:00+05:30
phs_d7096fd9,room_type,rmt_67b30175,2026-07-26,2381.84,INR,2672.02,0.667,36.75,1.096,0.797,1.22,0.999,0,demand 0.67 x lead 1.10 x season 0.80 x event 1.22 x competitor 1.00,2026-07-26T03:00:00+05:30
phs_0c2958a0,room_type,rmt_67b30175,2026-07-27,2091.66,INR,2672.02,0.712,55.79,1.165,0.801,1,0.944,0,demand 0.71 x lead 1.17 x season 0.80 x event 1.00 x competitor 0.94,2026-07-27T03:00:00+05:30
phs_3042e631,room_type,rmt_67b30175,2026-07-28,4675.77,INR,2672.02,1.142,77.68,1.164,0.805,1.22,1.079,0,demand 1.14 x lead 1.16 x season 0.81 x event 1.22 x competitor 1.08,2026-07-28T03:00:00+05:30
phs_d6c4cafc,room_type,rmt_67b30175,2026-07-29,2328.93,INR,2672.02,0.761,57.65,1.16,0.809,1,0.987,0,demand 0.76 x lead 1.16 x season 0.81 x event 1.00 x competitor 0.99,2026-07-29T03:00:00+05:30
phs_56f7eade,room_type,rmt_67b30175,2026-07-30,2206.55,INR,2672.02,0.827,48.26,1.009,0.813,1,0.99,0,demand 0.83 x lead 1.01 x season 0.81 x event 1.00 x competitor 0.99,2026-07-30T03:00:00+05:30
phs_60f37412,room_type,rmt_67b30175,2026-07-31,2004.02,INR,2672.02,0.52,28.33,1.127,0.817,1,1.021,1,demand 0.52 x lead 1.13 x season 0.82 x event 1.00 x competitor 1.02 (clamped to bound),2026-07-31T03:00:00+05:30
