media_id,hotel_id,room_type_id,media_role,file_path,alt_text,width_px,height_px,sort_order,updated_at
hmd_d229e2da,htl_c8a743dd,,exterior,media/hotels/htl_c8a743dd/exterior.jpg,"Exterior view at Indigo Verandah Homestay, Thanjavur",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_0f71ae3a,htl_c8a743dd,,lobby,media/hotels/htl_c8a743dd/lobby.jpg,"Lobby view at Indigo Verandah Homestay, Thanjavur",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_b082800e,htl_c8a743dd,rmt_2fe512ad,room,media/hotels/htl_c8a743dd/room.jpg,"Room view at Indigo Verandah Homestay, Thanjavur",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_7c3b9a9b,htl_c8a743dd,,dining,media/hotels/htl_c8a743dd/dining.jpg,"Dining view at Indigo Verandah Homestay, Thanjavur",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_20123483,htl_cebc7d14,,hero,media/hotels/htl_cebc7d14/hero.jpg,"Hero view at Hotel Kothi & Spa, Thanjavur",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_488fe1a2,htl_cebc7d14,,exterior,media/hotels/htl_cebc7d14/exterior.jpg,"Exterior view at Hotel Kothi & Spa, Thanjavur",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_cdfa81d3,htl_cebc7d14,,lobby,media/hotels/htl_cebc7d14/lobby.jpg,"Lobby view at Hotel Kothi & Spa, Thanjavur",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_95e678a5,htl_cebc7d14,rmt_110f3683,room,media/hotels/htl_cebc7d14/room.jpg,"Room view at Hotel Kothi & Spa, Thanjavur",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_87ed7f96,htl_cebc7d14,,dining,media/hotels/htl_cebc7d14/dining.jpg,"Dining view at Hotel Kothi & Spa, Thanjavur",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_8a19f616,htl_0271c63d,,hero,media/hotels/htl_0271c63d/hero.jpg,"Hero view at The Old Regency Inn, Thanjavur",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_76450f45,htl_0271c63d,,exterior,media/hotels/htl_0271c63d/exterior.jpg,"Exterior view at The Old Regency Inn, Thanjavur",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_397b95f3,htl_0271c63d,,lobby,media/hotels/htl_0271c63d/lobby.jpg,"Lobby view at The Old Regency Inn, Thanjavur",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_82d17a56,htl_0271c63d,rmt_4e6c1c8f,room,media/hotels/htl_0271c63d/room.jpg,"Room view at The Old Regency Inn, Thanjavur",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_e827aee5,htl_0271c63d,,dining,media/hotels/htl_0271c63d/dining.jpg,"Dining view at The Old Regency Inn, Thanjavur",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_46994d24,htl_90bb6e48,,hero,media/hotels/htl_90bb6e48/hero.jpg,"Hero view at Palm Mahal Inn, Kochi",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_6a483053,htl_90bb6e48,,exterior,media/hotels/htl_90bb6e48/exterior.jpg,"Exterior view at Palm Mahal Inn, Kochi",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e03fe6ad,htl_90bb6e48,,lobby,media/hotels/htl_90bb6e48/lobby.jpg,"Lobby view at Palm Mahal Inn, Kochi",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_ca186ea7,htl_90bb6e48,rmt_f52bde0d,room,media/hotels/htl_90bb6e48/room.jpg,"Room view at Palm Mahal Inn, Kochi",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_827d4b9b,htl_90bb6e48,,dining,media/hotels/htl_90bb6e48/dining.jpg,"Dining view at Palm Mahal Inn, Kochi",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_4341af6b,htl_871f7548,,hero,media/hotels/htl_871f7548/hero.jpg,"Hero view at Casa Bungalow Boutique Stay, Kochi",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_af32802e,htl_871f7548,,exterior,media/hotels/htl_871f7548/exterior.jpg,"Exterior view at Casa Bungalow Boutique Stay, Kochi",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_5959bbad,htl_871f7548,,lobby,media/hotels/htl_871f7548/lobby.jpg,"Lobby view at Casa Bungalow Boutique Stay, Kochi",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_b153f6d2,htl_871f7548,rmt_3fea1993,room,media/hotels/htl_871f7548/room.jpg,"Room view at Casa Bungalow Boutique Stay, Kochi",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_8c606815,htl_871f7548,,dining,media/hotels/htl_871f7548/dining.jpg,"Dining view at Casa Bungalow Boutique Stay, Kochi",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_d90189d6,htl_fd99a5e3,,hero,media/hotels/htl_fd99a5e3/hero.jpg,"Hero view at Amber Bagh Resort, Kochi",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_829e2423,htl_fd99a5e3,,exterior,media/hotels/htl_fd99a5e3/exterior.jpg,"Exterior view at Amber Bagh Resort, Kochi",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e6b50043,htl_fd99a5e3,,lobby,media/hotels/htl_fd99a5e3/lobby.jpg,"Lobby view at Amber Bagh Resort, Kochi",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_98a35ea5,htl_fd99a5e3,rmt_77174029,room,media/hotels/htl_fd99a5e3/room.jpg,"Room view at Amber Bagh Resort, Kochi",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_4b0d2b89,htl_fd99a5e3,,dining,media/hotels/htl_fd99a5e3/dining.jpg,"Dining view at Amber Bagh Resort, Kochi",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_6128061a,htl_02220bb1,,hero,media/hotels/htl_02220bb1/hero.jpg,"Hero view at Amber Bungalow Resort, Kochi",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_9ee41c48,htl_02220bb1,,exterior,media/hotels/htl_02220bb1/exterior.jpg,"Exterior view at Amber Bungalow Resort, Kochi",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_30903f2e,htl_02220bb1,,lobby,media/hotels/htl_02220bb1/lobby.jpg,"Lobby view at Amber Bungalow Resort, Kochi",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_7528ada8,htl_02220bb1,rmt_b56bcaf9,room,media/hotels/htl_02220bb1/room.jpg,"Room view at Amber Bungalow Resort, Kochi",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_19f55993,htl_02220bb1,,dining,media/hotels/htl_02220bb1/dining.jpg,"Dining view at Amber Bungalow Resort, Kochi",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_fb14e3b9,htl_068a2e31,,hero,media/hotels/htl_068a2e31/hero.jpg,"Hero view at Amber Ghat House, Kochi",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_17e64667,htl_068a2e31,,exterior,media/hotels/htl_068a2e31/exterior.jpg,"Exterior view at Amber Ghat House, Kochi",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e6dc9cea,htl_068a2e31,,lobby,media/hotels/htl_068a2e31/lobby.jpg,"Lobby view at Amber Ghat House, Kochi",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_45e5ef34,htl_068a2e31,rmt_e50b47af,room,media/hotels/htl_068a2e31/room.jpg,"Room view at Amber Ghat House, Kochi",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_c288ddd5,htl_068a2e31,,dining,media/hotels/htl_068a2e31/dining.jpg,"Dining view at Amber Ghat House, Kochi",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_9ed0a14c,htl_8dd76814,,hero,media/hotels/htl_8dd76814/hero.jpg,"Hero view at The Verandah Heritage, Alleppey",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_9e8b8e0d,htl_8dd76814,,exterior,media/hotels/htl_8dd76814/exterior.jpg,"Exterior view at The Verandah Heritage, Alleppey",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_68c6b27a,htl_8dd76814,,lobby,media/hotels/htl_8dd76814/lobby.jpg,"Lobby view at The Verandah Heritage, Alleppey",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_4b142053,htl_8dd76814,rmt_8d89007b,room,media/hotels/htl_8dd76814/room.jpg,"Room view at The Verandah Heritage, Alleppey",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_b1b8a978,htl_8dd76814,,dining,media/hotels/htl_8dd76814/dining.jpg,"Dining view at The Verandah Heritage, Alleppey",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_c4c01f12,htl_ea1d6629,,hero,media/hotels/htl_ea1d6629/hero.jpg,"Hero view at The Old Residency, Alleppey",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_1fe7a7c6,htl_ea1d6629,,exterior,media/hotels/htl_ea1d6629/exterior.jpg,"Exterior view at The Old Residency, Alleppey",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_4b7a6241,htl_ea1d6629,,lobby,media/hotels/htl_ea1d6629/lobby.jpg,"Lobby view at The Old Residency, Alleppey",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8477ce92,htl_ea1d6629,rmt_fe825282,room,media/hotels/htl_ea1d6629/room.jpg,"Room view at The Old Residency, Alleppey",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_f6f1a0c2,htl_ea1d6629,,dining,media/hotels/htl_ea1d6629/dining.jpg,"Dining view at The Old Residency, Alleppey",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_5d23414d,htl_8f2c9fd3,,hero,media/hotels/htl_8f2c9fd3/hero.jpg,"Hero view at Hotel Bagh Homestay, Alleppey",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_724c5f95,htl_8f2c9fd3,,exterior,media/hotels/htl_8f2c9fd3/exterior.jpg,"Exterior view at Hotel Bagh Homestay, Alleppey",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_2db0d912,htl_8f2c9fd3,,lobby,media/hotels/htl_8f2c9fd3/lobby.jpg,"Lobby view at Hotel Bagh Homestay, Alleppey",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_32078145,htl_8f2c9fd3,rmt_ff264dc6,room,media/hotels/htl_8f2c9fd3/room.jpg,"Room view at Hotel Bagh Homestay, Alleppey",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_61018484,htl_8f2c9fd3,,dining,media/hotels/htl_8f2c9fd3/dining.jpg,"Dining view at Hotel Bagh Homestay, Alleppey",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_13fd7f42,htl_25648fce,,hero,media/hotels/htl_25648fce/hero.jpg,"Hero view at Royal Nest Inn, Alleppey",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_692edaea,htl_25648fce,,exterior,media/hotels/htl_25648fce/exterior.jpg,"Exterior view at Royal Nest Inn, Alleppey",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_2aa2a238,htl_25648fce,,lobby,media/hotels/htl_25648fce/lobby.jpg,"Lobby view at Royal Nest Inn, Alleppey",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_0387ca1e,htl_25648fce,rmt_d68490f5,room,media/hotels/htl_25648fce/room.jpg,"Room view at Royal Nest Inn, Alleppey",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_ecc9aeab,htl_25648fce,,dining,media/hotels/htl_25648fce/dining.jpg,"Dining view at Royal Nest Inn, Alleppey",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_f9197409,htl_2755e47d,,hero,media/hotels/htl_2755e47d/hero.jpg,"Hero view at Garden Niwas Resort, Alleppey",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_f7dccb0d,htl_2755e47d,,exterior,media/hotels/htl_2755e47d/exterior.jpg,"Exterior view at Garden Niwas Resort, Alleppey",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_f659963e,htl_2755e47d,,lobby,media/hotels/htl_2755e47d/lobby.jpg,"Lobby view at Garden Niwas Resort, Alleppey",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_1399d057,htl_2755e47d,rmt_f5240945,room,media/hotels/htl_2755e47d/room.jpg,"Room view at Garden Niwas Resort, Alleppey",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_36b432ee,htl_2755e47d,,dining,media/hotels/htl_2755e47d/dining.jpg,"Dining view at Garden Niwas Resort, Alleppey",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_452f2307,htl_84019428,,hero,media/hotels/htl_84019428/hero.jpg,"Hero view at Lake Sanctuary Heritage, Munnar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_9b82ab53,htl_84019428,,exterior,media/hotels/htl_84019428/exterior.jpg,"Exterior view at Lake Sanctuary Heritage, Munnar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_35c4ec88,htl_84019428,,lobby,media/hotels/htl_84019428/lobby.jpg,"Lobby view at Lake Sanctuary Heritage, Munnar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_68031d6a,htl_84019428,rmt_a1864caa,room,media/hotels/htl_84019428/room.jpg,"Room view at Lake Sanctuary Heritage, Munnar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_e97db8f2,htl_84019428,,dining,media/hotels/htl_84019428/dining.jpg,"Dining view at Lake Sanctuary Heritage, Munnar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_b94231e3,htl_4e72ba4d,,hero,media/hotels/htl_4e72ba4d/hero.jpg,"Hero view at Villa Terraces Suites, Munnar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_71caff87,htl_4e72ba4d,,exterior,media/hotels/htl_4e72ba4d/exterior.jpg,"Exterior view at Villa Terraces Suites, Munnar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_da597066,htl_4e72ba4d,,lobby,media/hotels/htl_4e72ba4d/lobby.jpg,"Lobby view at Villa Terraces Suites, Munnar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_fb51b452,htl_4e72ba4d,rmt_c0bde6cb,room,media/hotels/htl_4e72ba4d/room.jpg,"Room view at Villa Terraces Suites, Munnar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_17b89ae7,htl_4e72ba4d,,dining,media/hotels/htl_4e72ba4d/dining.jpg,"Dining view at Villa Terraces Suites, Munnar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_01d03c91,htl_a47cd4c7,,hero,media/hotels/htl_a47cd4c7/hero.jpg,"Hero view at Villa Vihar Homestay, Munnar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_5dae034a,htl_a47cd4c7,,exterior,media/hotels/htl_a47cd4c7/exterior.jpg,"Exterior view at Villa Vihar Homestay, Munnar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_9cf9fef1,htl_a47cd4c7,,lobby,media/hotels/htl_a47cd4c7/lobby.jpg,"Lobby view at Villa Vihar Homestay, Munnar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_2bbaf86c,htl_a47cd4c7,rmt_0f2f5bb4,room,media/hotels/htl_a47cd4c7/room.jpg,"Room view at Villa Vihar Homestay, Munnar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_2dbad20e,htl_a47cd4c7,,dining,media/hotels/htl_a47cd4c7/dining.jpg,"Dining view at Villa Vihar Homestay, Munnar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_19758afb,htl_48fec9af,,hero,media/hotels/htl_48fec9af/hero.jpg,"Hero view at Royal Nest & Spa, Munnar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_5f25b31a,htl_48fec9af,,exterior,media/hotels/htl_48fec9af/exterior.jpg,"Exterior view at Royal Nest & Spa, Munnar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_9e399e6d,htl_48fec9af,,lobby,media/hotels/htl_48fec9af/lobby.jpg,"Lobby view at Royal Nest & Spa, Munnar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_6cd6c3a2,htl_48fec9af,rmt_8159f767,room,media/hotels/htl_48fec9af/room.jpg,"Room view at Royal Nest & Spa, Munnar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_f0843616,htl_48fec9af,,dining,media/hotels/htl_48fec9af/dining.jpg,"Dining view at Royal Nest & Spa, Munnar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_8a02bb82,htl_b36fd517,,hero,media/hotels/htl_b36fd517/hero.jpg,"Hero view at Garden Vihar Suites, Munnar",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_b8dcb99a,htl_b36fd517,,exterior,media/hotels/htl_b36fd517/exterior.jpg,"Exterior view at Garden Vihar Suites, Munnar",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_ec756538,htl_b36fd517,,lobby,media/hotels/htl_b36fd517/lobby.jpg,"Lobby view at Garden Vihar Suites, Munnar",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_0b156989,htl_b36fd517,rmt_dac67beb,room,media/hotels/htl_b36fd517/room.jpg,"Room view at Garden Vihar Suites, Munnar",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_ae53583f,htl_b36fd517,,dining,media/hotels/htl_b36fd517/dining.jpg,"Dining view at Garden Vihar Suites, Munnar",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_5f577280,htl_298b4ec1,,hero,media/hotels/htl_298b4ec1/hero.jpg,"Hero view at Garden Palms, Thiruvananthapuram",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_26be42fe,htl_298b4ec1,,exterior,media/hotels/htl_298b4ec1/exterior.jpg,"Exterior view at Garden Palms, Thiruvananthapuram",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_ababff1c,htl_298b4ec1,,lobby,media/hotels/htl_298b4ec1/lobby.jpg,"Lobby view at Garden Palms, Thiruvananthapuram",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_9218b52c,htl_298b4ec1,rmt_ff6ee93d,room,media/hotels/htl_298b4ec1/room.jpg,"Room view at Garden Palms, Thiruvananthapuram",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_0907af5b,htl_298b4ec1,,dining,media/hotels/htl_298b4ec1/dining.jpg,"Dining view at Garden Palms, Thiruvananthapuram",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_ff57f58e,htl_d205a5e4,,hero,media/hotels/htl_d205a5e4/hero.jpg,"Hero view at Hillview Residency Resort, Thiruvananthapuram",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_97015fde,htl_d205a5e4,,exterior,media/hotels/htl_d205a5e4/exterior.jpg,"Exterior view at Hillview Residency Resort, Thiruvananthapuram",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_3b76d9f4,htl_d205a5e4,,lobby,media/hotels/htl_d205a5e4/lobby.jpg,"Lobby view at Hillview Residency Resort, Thiruvananthapuram",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_ead5a9d0,htl_d205a5e4,rmt_4fd23018,room,media/hotels/htl_d205a5e4/room.jpg,"Room view at Hillview Residency Resort, Thiruvananthapuram",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_31402ea7,htl_d205a5e4,,dining,media/hotels/htl_d205a5e4/dining.jpg,"Dining view at Hillview Residency Resort, Thiruvananthapuram",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_bad3a175,htl_c0de65d4,,hero,media/hotels/htl_c0de65d4/hero.jpg,"Hero view at Indigo Residency & Spa, Thiruvananthapuram",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_1acfa481,htl_c0de65d4,,exterior,media/hotels/htl_c0de65d4/exterior.jpg,"Exterior view at Indigo Residency & Spa, Thiruvananthapuram",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_a905aa26,htl_c0de65d4,,lobby,media/hotels/htl_c0de65d4/lobby.jpg,"Lobby view at Indigo Residency & Spa, Thiruvananthapuram",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_ee7f24ad,htl_c0de65d4,rmt_4a338652,room,media/hotels/htl_c0de65d4/room.jpg,"Room view at Indigo Residency & Spa, Thiruvananthapuram",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_47c56a4f,htl_c0de65d4,,dining,media/hotels/htl_c0de65d4/dining.jpg,"Dining view at Indigo Residency & Spa, Thiruvananthapuram",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_eb33b10a,htl_dc149b42,,hero,media/hotels/htl_dc149b42/hero.jpg,"Hero view at The Old Regency, Thiruvananthapuram",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_b27ced5e,htl_dc149b42,,exterior,media/hotels/htl_dc149b42/exterior.jpg,"Exterior view at The Old Regency, Thiruvananthapuram",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_69ffaaa1,htl_dc149b42,,lobby,media/hotels/htl_dc149b42/lobby.jpg,"Lobby view at The Old Regency, Thiruvananthapuram",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_52cab904,htl_dc149b42,rmt_fdc49e70,room,media/hotels/htl_dc149b42/room.jpg,"Room view at The Old Regency, Thiruvananthapuram",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_6d4e2b53,htl_dc149b42,,dining,media/hotels/htl_dc149b42/dining.jpg,"Dining view at The Old Regency, Thiruvananthapuram",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_659a8239,htl_4d461be6,,hero,media/hotels/htl_4d461be6/hero.jpg,"Hero view at Palm Meadows Suites, Thiruvananthapuram",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_84f5141f,htl_4d461be6,,exterior,media/hotels/htl_4d461be6/exterior.jpg,"Exterior view at Palm Meadows Suites, Thiruvananthapuram",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_06aa4c33,htl_4d461be6,,lobby,media/hotels/htl_4d461be6/lobby.jpg,"Lobby view at Palm Meadows Suites, Thiruvananthapuram",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_69e8af38,htl_4d461be6,rmt_95014fdd,room,media/hotels/htl_4d461be6/room.jpg,"Room view at Palm Meadows Suites, Thiruvananthapuram",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_bf9d60e2,htl_4d461be6,,dining,media/hotels/htl_4d461be6/dining.jpg,"Dining view at Palm Meadows Suites, Thiruvananthapuram",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_acdfa5b9,htl_273028a1,,hero,media/hotels/htl_273028a1/hero.jpg,"Hero view at Grand Kothi & Spa, Wayanad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_859e9028,htl_273028a1,,exterior,media/hotels/htl_273028a1/exterior.jpg,"Exterior view at Grand Kothi & Spa, Wayanad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_2515d466,htl_273028a1,,lobby,media/hotels/htl_273028a1/lobby.jpg,"Lobby view at Grand Kothi & Spa, Wayanad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_434e6c70,htl_273028a1,rmt_1e991e8e,room,media/hotels/htl_273028a1/room.jpg,"Room view at Grand Kothi & Spa, Wayanad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_a86ef2db,htl_273028a1,,dining,media/hotels/htl_273028a1/dining.jpg,"Dining view at Grand Kothi & Spa, Wayanad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_1633d840,htl_30653890,,hero,media/hotels/htl_30653890/hero.jpg,"Hero view at Royal Verandah & Spa, Wayanad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_baa04a90,htl_30653890,,exterior,media/hotels/htl_30653890/exterior.jpg,"Exterior view at Royal Verandah & Spa, Wayanad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_3d31b5b0,htl_30653890,,lobby,media/hotels/htl_30653890/lobby.jpg,"Lobby view at Royal Verandah & Spa, Wayanad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_df73c4bf,htl_30653890,rmt_012c2d17,room,media/hotels/htl_30653890/room.jpg,"Room view at Royal Verandah & Spa, Wayanad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_bcce1e1c,htl_30653890,,dining,media/hotels/htl_30653890/dining.jpg,"Dining view at Royal Verandah & Spa, Wayanad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_3f39db98,htl_bfce4849,,hero,media/hotels/htl_bfce4849/hero.jpg,"Hero view at Palm Sanctuary Boutique Stay, Wayanad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_c641a6dd,htl_bfce4849,,exterior,media/hotels/htl_bfce4849/exterior.jpg,"Exterior view at Palm Sanctuary Boutique Stay, Wayanad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_dacde480,htl_bfce4849,,lobby,media/hotels/htl_bfce4849/lobby.jpg,"Lobby view at Palm Sanctuary Boutique Stay, Wayanad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_01f96830,htl_bfce4849,rmt_62a96035,room,media/hotels/htl_bfce4849/room.jpg,"Room view at Palm Sanctuary Boutique Stay, Wayanad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_dc9f3a64,htl_bfce4849,,dining,media/hotels/htl_bfce4849/dining.jpg,"Dining view at Palm Sanctuary Boutique Stay, Wayanad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_576bbab8,htl_bf31f384,,hero,media/hotels/htl_bf31f384/hero.jpg,"Hero view at The Terraces Resort, Wayanad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_cc7d5652,htl_bf31f384,,exterior,media/hotels/htl_bf31f384/exterior.jpg,"Exterior view at The Terraces Resort, Wayanad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_0f38a7d5,htl_bf31f384,,lobby,media/hotels/htl_bf31f384/lobby.jpg,"Lobby view at The Terraces Resort, Wayanad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_e5dd5719,htl_bf31f384,rmt_9eb5053c,room,media/hotels/htl_bf31f384/room.jpg,"Room view at The Terraces Resort, Wayanad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_002f688a,htl_bf31f384,,dining,media/hotels/htl_bf31f384/dining.jpg,"Dining view at The Terraces Resort, Wayanad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_d39d4ba2,htl_48b38cd2,,hero,media/hotels/htl_48b38cd2/hero.jpg,"Hero view at Lake Bagh Suites, Wayanad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_f46ee5cf,htl_48b38cd2,,exterior,media/hotels/htl_48b38cd2/exterior.jpg,"Exterior view at Lake Bagh Suites, Wayanad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_e0941799,htl_48b38cd2,,lobby,media/hotels/htl_48b38cd2/lobby.jpg,"Lobby view at Lake Bagh Suites, Wayanad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_d8b69234,htl_48b38cd2,rmt_807baba0,room,media/hotels/htl_48b38cd2/room.jpg,"Room view at Lake Bagh Suites, Wayanad",1600,1067,3,2026-08-18T10:00:00+05:30
hmd_e6b64da8,htl_48b38cd2,,dining,media/hotels/htl_48b38cd2/dining.jpg,"Dining view at Lake Bagh Suites, Wayanad",1600,1067,4,2026-08-18T10:00:00+05:30
hmd_1d4c87d8,htl_9591edb5,,hero,media/hotels/htl_9591edb5/hero.jpg,"Hero view at Garden Residency & Spa, Hyderabad",1600,1067,0,2026-08-18T10:00:00+05:30
hmd_decbb1e4,htl_9591edb5,,exterior,media/hotels/htl_9591edb5/exterior.jpg,"Exterior view at Garden Residency & Spa, Hyderabad",1600,1067,1,2026-08-18T10:00:00+05:30
hmd_0a3aed07,htl_9591edb5,,lobby,media/hotels/htl_9591edb5/lobby.jpg,"Lobby view at Garden Residency & Spa, Hyderabad",1600,1067,2,2026-08-18T10:00:00+05:30
hmd_8accc21f,htl_9591edb5,rmt_04e2744e,room,media/hotels/htl_9591edb5/room.jpg,"Room view at Garden Residency & Spa, Hyderabad",1600,1067,3,2026-08-18T10:00:00+05:30
