room_type_id,hotel_id,name,max_occupancy,max_adults,max_children,bed_config,size_sqm,base_rate,currency,total_units,smoking_allowed,status,updated_at
rmt_60f52139,htl_1ef3de6b,Family Room,4,3,2,double,45,13948.97,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_38319111,htl_1ef3de6b,Twin Economy,2,2,0,twin_double,,17436.21,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_06ea2b02,htl_1ef3de6b,Deluxe,2,2,0,single,53,22318.35,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_d4cdc535,htl_1ef3de6b,Heritage Room,2,2,0,king,48,30687.74,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_2ed8db0d,htl_13ad06f2,Heritage Room,2,2,0,twin,53,5279.38,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_ea779021,htl_13ad06f2,Standard,2,2,0,double,33,6599.23,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_14ca2773,htl_13ad06f2,Executive,2,2,0,double,28,8447.01,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_92703e4f,htl_13ad06f2,Family Room,4,3,2,king,42,11614.64,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_a3047b7c,htl_5488ed63,Deluxe,2,2,0,bunk,44,13181.58,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_c4bbb0c6,htl_5488ed63,Heritage Room,2,2,0,double,33,16476.97,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_678528cd,htl_5488ed63,Deluxe Garden View,3,3,1,single,61,21090.52,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_8ab364a5,htl_5488ed63,Twin Economy,2,2,0,bunk,39,28999.47,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_4d4b46ba,htl_ed48c7a2,Deluxe,2,2,0,bunk,53,5857.33,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_d0edcf73,htl_ed48c7a2,Twin Economy,2,2,0,bunk,33,7321.67,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_530ea617,htl_ed48c7a2,Premier Suite,4,3,2,queen,17,9371.74,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_1fca396b,htl_ed48c7a2,Standard,2,2,0,king,,12886.14,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_ae6a797b,htl_aceeb75d,Heritage Room,2,2,0,twin_double,39,2663.91,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_e1b24db7,htl_aceeb75d,Family Room,4,3,2,twin_double,52,3329.88,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_445d4d30,htl_aceeb75d,Premier Suite,4,3,2,single,54,4262.25,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_f667f1f4,htl_aceeb75d,Deluxe Garden View,3,3,1,king,18,5860.59,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_e5de6e52,htl_df0a4506,Deluxe,2,2,0,twin,58,13824.12,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_5de51a17,htl_df0a4506,Twin Economy,2,2,0,double,16,17280.14,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_3cd04cb9,htl_df0a4506,Deluxe Garden View,3,3,1,double,51,22118.59,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_8a230a0d,htl_df0a4506,Premier Suite,4,3,2,queen,22,30413.05,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_ad5eda23,htl_5cc7b022,Standard,2,2,0,double,36,2868.26,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_32fa9828,htl_5cc7b022,Deluxe Garden View,3,3,1,twin_double,53,3585.33,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_a50c7c83,htl_5cc7b022,Family Room,4,3,2,twin,51,4589.22,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_d0ff4916,htl_5cc7b022,Heritage Room,2,2,0,bunk,45,6310.17,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_546d32f3,htl_436d4430,Executive,2,2,0,queen,28,6588.93,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_3cb6cd30,htl_436d4430,Heritage Room,2,2,0,double,54,8236.16,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_120e4dd2,htl_436d4430,Premier Suite,4,3,2,twin_double,43,10542.29,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_be3cf350,htl_436d4430,Deluxe,2,2,0,single,,14495.65,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_50331ee5,htl_ee1f6167,Premier Suite,4,3,2,double,45,7541.57,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_18beff3d,htl_ee1f6167,Family Room,4,3,2,queen,49,9426.97,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_0497b541,htl_ee1f6167,Deluxe Garden View,3,3,1,queen,50,12066.52,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_63be6614,htl_ee1f6167,Twin Economy,2,2,0,king,25,16591.46,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_ec8f2f1f,htl_6f9c55b9,Standard,2,2,0,king,38,6530.01,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_6660dd94,htl_6f9c55b9,Premier Suite,4,3,2,queen,54,8162.52,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_ff860aad,htl_6f9c55b9,Executive,2,2,0,twin,,10448.02,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_d2516451,htl_6f9c55b9,Family Room,4,3,2,twin_double,46,14366.03,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_f0cd7fd7,htl_e7f80c48,Deluxe Garden View,3,3,1,single,34,5205.03,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_435bfd43,htl_e7f80c48,Family Room,4,3,2,double,37,6506.29,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_5d642711,htl_e7f80c48,Premier Suite,4,3,2,twin_double,19,8328.05,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_b283a8b8,htl_e7f80c48,Executive,2,2,0,king,16,11451.06,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_aec8441a,htl_a7836911,Heritage Room,2,2,0,twin_double,51,6629.79,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_bfe306c2,htl_a7836911,Premier Suite,4,3,2,king,54,8287.24,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_43799d6c,htl_a7836911,Executive,2,2,0,queen,39,10607.67,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_2ee21607,htl_a7836911,Deluxe,2,2,0,double,59,14585.54,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_259e6353,htl_c649fa89,Standard,2,2,0,double,53,3407.55,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_d3ea4acb,htl_c649fa89,Deluxe,2,2,0,king,45,4259.44,INR,18,1,active,2026-08-18T10:00:00+05:30
rmt_d0b310f0,htl_c649fa89,Premier Suite,4,3,2,twin,21,5452.08,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_49bdf69e,htl_c649fa89,Heritage Room,2,2,0,twin,23,7496.62,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_cd0a1cfc,htl_62ba5d99,Executive,2,2,0,twin_double,52,5472.27,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_b4cf3ec4,htl_62ba5d99,Family Room,4,3,2,twin,59,6840.34,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_7edee5da,htl_62ba5d99,Twin Economy,2,2,0,bunk,54,8755.64,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_4fc4c4d3,htl_62ba5d99,Deluxe Garden View,3,3,1,bunk,31,12039.00,INR,7,1,active,2026-08-18T10:00:00+05:30
rmt_b206a2b9,htl_a131f5ce,Family Room,4,3,2,double,18,3733.09,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_423ed768,htl_a131f5ce,Deluxe Garden View,3,3,1,bunk,,4666.37,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_0a6f68c7,htl_a131f5ce,Executive,2,2,0,queen,59,5972.95,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_6cfc99b4,htl_a131f5ce,Standard,2,2,0,single,38,8212.80,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_4f14363b,htl_5f017daa,Twin Economy,2,2,0,double,26,1697.72,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_b6ed5055,htl_5f017daa,Executive,2,2,0,bunk,47,2122.15,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_e45d6f7e,htl_5f017daa,Family Room,4,3,2,twin,21,2716.35,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_ea7e5466,htl_5f017daa,Heritage Room,2,2,0,queen,16,3734.98,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_2f4f2596,htl_b58f3951,Executive,2,2,0,queen,38,5495.60,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_79f17c49,htl_b58f3951,Family Room,4,3,2,single,37,6869.50,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_fe3f72f1,htl_b58f3951,Twin Economy,2,2,0,queen,53,8792.96,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_eede5ffe,htl_b58f3951,Standard,2,2,0,twin,45,12090.32,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_650c9934,htl_f415989a,Deluxe,2,2,0,twin,25,1612.79,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_d5d1225e,htl_f415989a,Deluxe Garden View,3,3,1,twin_double,,2015.99,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_024aae3a,htl_f415989a,Premier Suite,4,3,2,twin,50,2580.47,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_60a7859f,htl_f415989a,Standard,2,2,0,single,61,3548.15,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_6548e2cd,htl_d1b123ad,Deluxe,2,2,0,double,16,3141.84,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_708dcfd3,htl_d1b123ad,Heritage Room,2,2,0,single,29,3927.30,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_8e5f928f,htl_d1b123ad,Premier Suite,4,3,2,double,48,5026.94,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_cbac9201,htl_d1b123ad,Twin Economy,2,2,0,queen,23,6912.05,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_f17c08e7,htl_0c108c67,Premier Suite,4,3,2,bunk,18,5311.90,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_784f7fe9,htl_0c108c67,Deluxe Garden View,3,3,1,single,28,6639.88,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_5e0e2577,htl_0c108c67,Standard,2,2,0,twin,33,8499.04,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_905576da,htl_0c108c67,Executive,2,2,0,twin,29,11686.18,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_56701d68,htl_3e63856a,Standard,2,2,0,twin_double,24,7353.19,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_f0305071,htl_3e63856a,Heritage Room,2,2,0,twin_double,32,9191.49,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_1b34ab4d,htl_3e63856a,Premier Suite,4,3,2,twin_double,22,11765.11,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_d1abd407,htl_3e63856a,Executive,2,2,0,double,37,16177.03,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_5e647c40,htl_b1b494c7,Executive,2,2,0,queen,49,10799.84,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_709c7acc,htl_b1b494c7,Heritage Room,2,2,0,bunk,,13499.80,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_2ef10b2a,htl_b1b494c7,Standard,2,2,0,king,54,17279.75,INR,20,1,active,2026-08-18T10:00:00+05:30
rmt_2d887c26,htl_b1b494c7,Premier Suite,4,3,2,twin,39,23759.65,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_a47d4809,htl_c134b947,Deluxe,2,2,0,double,45,7432.52,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_39bad24e,htl_c134b947,Twin Economy,2,2,0,bunk,55,9290.65,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_0e860876,htl_c134b947,Standard,2,2,0,double,32,11892.03,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_268a4873,htl_c134b947,Heritage Room,2,2,0,king,47,16351.54,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_bcf88c61,htl_040c557e,Executive,2,2,0,bunk,52,2692.64,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_0ac76f1f,htl_040c557e,Standard,2,2,0,single,19,3365.80,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_d7a0cdfe,htl_040c557e,Twin Economy,2,2,0,twin_double,38,4308.22,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_9731daf4,htl_040c557e,Family Room,4,3,2,king,20,5923.80,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_22a0518f,htl_8179b205,Family Room,4,3,2,queen,18,2565.55,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_8039634d,htl_8179b205,Heritage Room,2,2,0,bunk,40,3206.94,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_6d92f523,htl_8179b205,Standard,2,2,0,king,27,4104.88,INR,20,1,active,2026-08-18T10:00:00+05:30
rmt_0eac32b1,htl_8179b205,Deluxe,2,2,0,king,22,5644.21,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_47eaeab8,htl_9b015642,Family Room,4,3,2,twin,44,14787.26,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_013959d4,htl_9b015642,Twin Economy,2,2,0,queen,52,18484.08,INR,15,1,active,2026-08-18T10:00:00+05:30
rmt_cab3c669,htl_9b015642,Deluxe Garden View,3,3,1,single,42,23659.62,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_add53bc2,htl_9b015642,Deluxe,2,2,0,twin_double,48,32531.98,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_bc84cb85,htl_e13e7c6e,Executive,2,2,0,twin_double,53,3087.67,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_a68f0c81,htl_e13e7c6e,Twin Economy,2,2,0,double,27,3859.58,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_1ea3d32f,htl_e13e7c6e,Heritage Room,2,2,0,queen,20,4940.26,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_f891a134,htl_e13e7c6e,Family Room,4,3,2,bunk,42,6792.86,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_48fca746,htl_b93e42eb,Executive,2,2,0,king,40,3580.09,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_d2833983,htl_b93e42eb,Twin Economy,2,2,0,twin_double,36,4475.11,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_35c23c39,htl_b93e42eb,Premier Suite,4,3,2,bunk,55,5728.14,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_cf661344,htl_b93e42eb,Family Room,4,3,2,twin,56,7876.19,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_f4767b7e,htl_9643ee61,Standard,2,2,0,double,59,35861.65,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_4726f8c7,htl_9643ee61,Deluxe,2,2,0,king,,8150.37,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_7fd36665,htl_9643ee61,Deluxe Garden View,3,3,1,double,58,10432.48,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_dd8fc98d,htl_9643ee61,Executive,2,2,0,bunk,20,14344.66,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_4a787963,htl_c9bc505f,Executive,2,2,0,double,46,6287.10,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_22e18967,htl_c9bc505f,Family Room,4,3,2,double,16,7858.87,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_19e0b184,htl_c9bc505f,Twin Economy,2,2,0,double,29,10059.35,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_c55ccaef,htl_c9bc505f,Standard,2,2,0,single,50,13831.61,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_fd5ae932,htl_7aa20f17,Family Room,4,3,2,queen,51,3427.39,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_2ee7481d,htl_7aa20f17,Twin Economy,2,2,0,single,49,4284.24,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_3661f45e,htl_7aa20f17,Heritage Room,2,2,0,queen,48,5483.82,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_1393d496,htl_7aa20f17,Executive,2,2,0,twin_double,23,7540.26,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_bbe3b35d,htl_ec9ef535,Heritage Room,2,2,0,double,47,1495.81,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_da84c2a1,htl_ec9ef535,Premier Suite,4,3,2,twin,44,1869.76,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_82174bde,htl_ec9ef535,Deluxe Garden View,3,3,1,single,47,2393.29,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_6b108445,htl_ec9ef535,Twin Economy,2,2,0,twin,28,3290.77,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_adfde93d,htl_bc107f55,Deluxe,2,2,0,single,,6039.74,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_abcb8af5,htl_bc107f55,Deluxe Garden View,3,3,1,queen,25,7549.67,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_90cd3c11,htl_bc107f55,Premier Suite,4,3,2,twin,60,9663.58,INR,18,1,active,2026-08-18T10:00:00+05:30
rmt_889298aa,htl_bc107f55,Twin Economy,2,2,0,king,31,13287.43,INR,20,1,active,2026-08-18T10:00:00+05:30
rmt_5b220b9c,htl_7bdd1aff,Deluxe Garden View,3,3,1,twin,61,3989.94,INR,7,1,active,2026-08-18T10:00:00+05:30
rmt_4cd1e779,htl_7bdd1aff,Standard,2,2,0,twin,24,4987.43,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_5e6f1662,htl_7bdd1aff,Family Room,4,3,2,twin_double,35,6383.91,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_17514b94,htl_7bdd1aff,Twin Economy,2,2,0,twin,24,8777.88,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_7a6bb96a,htl_e3c2d87b,Heritage Room,2,2,0,double,54,15105.00,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_818bfa97,htl_e3c2d87b,Deluxe Garden View,3,3,1,twin_double,43,18881.25,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_140c165e,htl_e3c2d87b,Premier Suite,4,3,2,queen,,24168.00,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_5b68a891,htl_e3c2d87b,Family Room,4,3,2,queen,41,33231.00,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_b91c7e7c,htl_bf678135,Deluxe,2,2,0,single,35,12950.38,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_c5263905,htl_bf678135,Deluxe Garden View,3,3,1,king,16,16187.97,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_9cbe2d8e,htl_bf678135,Twin Economy,2,2,0,king,58,20720.60,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_b9c59920,htl_bf678135,Family Room,4,3,2,twin_double,35,28490.83,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_2e6d19e7,htl_13418139,Deluxe,2,2,0,double,21,2835.27,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_da87f9bd,htl_13418139,Twin Economy,2,2,0,bunk,36,3544.09,INR,7,1,active,2026-08-18T10:00:00+05:30
rmt_63eb94a0,htl_13418139,Premier Suite,4,3,2,twin_double,33,4536.44,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_20470f7b,htl_13418139,Executive,2,2,0,bunk,45,6237.60,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_08a2564d,htl_5a20d360,Executive,2,2,0,single,27,3677.25,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_63e35ab2,htl_5a20d360,Deluxe,2,2,0,twin_double,38,4596.57,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_800763ea,htl_5a20d360,Heritage Room,2,2,0,king,32,5883.60,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_591c4f11,htl_5a20d360,Twin Economy,2,2,0,bunk,59,8089.96,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_47227828,htl_b9dc154f,Heritage Room,2,2,0,twin_double,52,7094.37,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_e22a33fa,htl_b9dc154f,Executive,2,2,0,bunk,45,8867.96,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_ed96e2ba,htl_b9dc154f,Premier Suite,4,3,2,single,18,11350.99,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_e561c575,htl_b9dc154f,Deluxe,2,2,0,double,,15607.62,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_22def478,htl_7bb07d85,Heritage Room,2,2,0,bunk,54,5557.48,INR,11,1,active,2026-08-18T10:00:00+05:30
rmt_528294fe,htl_7bb07d85,Deluxe Garden View,3,3,1,bunk,33,6946.85,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_21ed1f88,htl_7bb07d85,Twin Economy,2,2,0,twin_double,34,8891.96,INR,6,1,active,2026-08-18T10:00:00+05:30
rmt_05727d62,htl_7bb07d85,Executive,2,2,0,bunk,54,12226.45,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_b69a22dd,htl_718f3718,Premier Suite,4,3,2,twin,57,1787.06,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_55884246,htl_718f3718,Standard,2,2,0,king,42,2233.83,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_94c7cd5d,htl_718f3718,Twin Economy,2,2,0,king,45,2859.30,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_87e691a5,htl_718f3718,Deluxe,2,2,0,single,45,3931.54,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_1c05fa87,htl_4aef7a7a,Executive,2,2,0,double,26,3054.63,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_35f045d9,htl_4aef7a7a,Twin Economy,2,2,0,twin,42,3818.29,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_0be75b1e,htl_4aef7a7a,Standard,2,2,0,bunk,30,4887.41,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_7e538eb3,htl_4aef7a7a,Deluxe Garden View,3,3,1,twin_double,19,6720.19,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_b384b31a,htl_101afcbe,Deluxe Garden View,3,3,1,twin_double,44,2618.97,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_3d9c34a3,htl_101afcbe,Premier Suite,4,3,2,double,53,3273.72,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_551b2c94,htl_101afcbe,Deluxe,2,2,0,twin_double,25,4190.36,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_688b73f3,htl_101afcbe,Executive,2,2,0,twin_double,56,5761.74,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_41693e02,htl_ddccdc31,Deluxe,2,2,0,double,35,3581.59,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_d7416d52,htl_ddccdc31,Twin Economy,2,2,0,bunk,31,4476.99,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_167f1e72,htl_ddccdc31,Standard,2,2,0,twin_double,21,5730.55,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_f0431bad,htl_ddccdc31,Deluxe Garden View,3,3,1,king,47,7879.50,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_a1a9c79e,htl_960025d2,Premier Suite,4,3,2,twin_double,27,2889.98,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_25fa9250,htl_960025d2,Heritage Room,2,2,0,twin,34,3612.47,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_ef9de2f5,htl_960025d2,Deluxe,2,2,0,double,48,4623.96,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_26f40faa,htl_960025d2,Executive,2,2,0,single,,6357.95,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_3a595898,htl_c8a743dd,Executive,2,2,0,bunk,26,1798.50,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_2fe512ad,htl_c8a743dd,Twin Economy,2,2,0,double,41,2248.12,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_ab072c2e,htl_c8a743dd,Deluxe,2,2,0,single,23,2877.59,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_dc0f7b12,htl_c8a743dd,Heritage Room,2,2,0,king,37,3956.69,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_b06c1e04,htl_cebc7d14,Premier Suite,4,3,2,twin,47,1992.51,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_79aa251b,htl_cebc7d14,Twin Economy,2,2,0,bunk,17,2490.63,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_110f3683,htl_cebc7d14,Executive,2,2,0,twin_double,32,3188.01,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_4d32f357,htl_cebc7d14,Heritage Room,2,2,0,king,52,4383.52,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_e2da1aca,htl_0271c63d,Deluxe,2,2,0,double,,2992.70,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_a369d34e,htl_0271c63d,Twin Economy,2,2,0,king,44,3740.88,INR,4,1,active,2026-08-18T10:00:00+05:30
rmt_4e6c1c8f,htl_0271c63d,Premier Suite,4,3,2,king,25,4788.32,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_f2618bda,htl_0271c63d,Executive,2,2,0,double,61,6583.94,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_687cf1e5,htl_90bb6e48,Family Room,4,3,2,queen,23,6599.49,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_72f89279,htl_90bb6e48,Heritage Room,2,2,0,single,35,8249.36,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_f52bde0d,htl_90bb6e48,Executive,2,2,0,single,,10559.18,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_ca3c8b4b,htl_90bb6e48,Deluxe Garden View,3,3,1,king,39,14518.87,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_27d1faf1,htl_871f7548,Deluxe Garden View,3,3,1,bunk,,2058.49,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_f0522faf,htl_871f7548,Twin Economy,2,2,0,single,31,2573.12,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_926cc9e2,htl_871f7548,Standard,2,2,0,double,57,3293.59,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_3fea1993,htl_871f7548,Deluxe,2,2,0,twin,51,4528.69,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_77174029,htl_fd99a5e3,Heritage Room,2,2,0,twin,24,5102.72,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_a1d067ea,htl_fd99a5e3,Deluxe Garden View,3,3,1,twin,58,6378.40,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_fd4ca39c,htl_fd99a5e3,Deluxe,2,2,0,queen,52,8164.36,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_3f460fd8,htl_fd99a5e3,Standard,2,2,0,queen,19,11225.99,INR,21,0,active,2026-08-18T10:00:00+05:30
